"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AJ1","AY1","AY2","GA1","GF1","IA1","KA1","MW1","REM","EQD"
"01298099999","2010-01-01T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","090,1,N,0030,1","00210,1,9,N","020000,1,N,1","-0120,1","-0150,1","99999,9","12,9999,9,9","24,0008,9,1","0020,9,1,999999,9,9","8,1,06,1","2,1,06,1",,"08,99,1,06,1,09,1,00250,1,06,1,99,9","24,9","999,N,-0130,1","85,1","SYN082AAXX  01061 01298 11370 80903 11120 21150 69922 78582 8696/ 333 21130 48020 70007;","Q01  00002PRCP12Q02  00002PRCP12"
"01298099999","2010-01-01T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","080,1,N,0010,1","00210,1,9,N","020000,1,N,1","-0111,1","-0138,1","99999,9",,,,"8,1,06,1","2,1,06,1",,"06,99,1,05,1,09,1,00250,1,06,1,01,1",,,"85,1","SYN070AAXX  01121 01298 11370 60801 11111 21138 6//// 78582 85961 333 4////;",
"01298099999","2010-01-01T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","060,1,N,0030,1","03000,1,9,N","030000,1,N,1","-0122,1","-0152,1","99999,9","12,0008,9,1",,,"8,1,06,1","2,1,06,1",,"06,99,1,04,1,09,1,00450,1,06,1,01,1",,"120,M,-0109,1","02,1","SYN076AAXX  01181 01298 11480 60603 11122 21152 69982 70282 84961 333 11109 4////;",
"01298099999","2010-01-02T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0209,1","-0229,1","99999,9","12,0000,9,1","24,0008,9,1","0020,9,1,999999,9,9","0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,01,1","24,9","999,N,-0211,1","01,1","SYN082AAXX  02061 01298 11989 10501 11209 21229 60002 70100 80001 333 21211 48020 70008;","Q01  00002PRCP12"
"01298099999","2010-01-02T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","270,1,N,0010,1","03000,1,9,N","030000,1,N,1","-0208,1","-0225,1","99999,9",,,,"2,1,06,1","2,1,06,1",,"07,99,1,04,1,09,1,00450,1,06,1,01,1",,,"02,1","SYN070AAXX  02121 01298 11480 72701 11208 21225 6//// 70222 84961 333 4////;",
"01298099999","2010-01-02T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","090,1,N,0010,1","00210,1,9,N","020000,1,N,1","-0136,1","-0152,1","99999,9","12,0003,9,1",,,"8,1,06,1","2,1,06,1",,"08,99,1,06,1,09,1,00250,1,06,1,99,9",,"120,M,-0136,1","85,1","SYN076AAXX  02181 01298 11370 80901 11136 21152 69932 78582 8696/ 333 11136 4////;",
"01298099999","2010-01-03T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","360,1,N,0010,1","00210,1,9,N","020000,1,N,1","-0077,1","-0085,1","99999,9","12,0008,9,1","24,0010,9,1","0022,9,1,999999,9,9","8,1,06,1","2,1,06,1",,"08,99,1,06,1,09,1,00250,1,06,1,99,9","24,9","999,N,-0136,1","85,1","SYN082AAXX  03061 01298 11370 83601 11077 21085 69982 78582 8696/ 333 21136 48022 70011;",
"01298099999","2010-01-03T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","300,1,N,0010,1","00210,1,9,N","020000,1,N,1","-0050,1","-0062,1","99999,9",,,,"8,1,06,1","2,1,06,1",,"07,99,1,06,1,09,1,00250,1,06,1,99,9",,,"85,1","SYN070AAXX  03121 01298 11370 73001 11050 21062 6//// 78582 8696/ 333 4////;",
"01298099999","2010-01-03T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","280,1,N,0030,1","00210,1,9,N","020000,1,N,1","-0060,1","-0077,1","99999,9","12,0005,9,1",,,"8,1,06,1","2,1,06,1",,"07,99,1,05,1,09,1,00250,1,06,1,99,9",,"120,M,-0050,1","85,1","SYN076AAXX  03181 01298 11370 72803 11060 21077 69952 78582 8596/ 333 11050 4////;",
"01298099999","2010-01-04T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","360,1,N,0010,1","00420,1,9,N","020000,1,N,1","-0081,1","-0120,1","99999,9","12,0051,9,1","24,0056,9,1","0030,9,1,999999,9,9","8,1,06,1","2,1,06,1",,"07,99,1,05,1,09,1,00450,1,06,1,99,9","24,9","999,N,-0082,1","03,1","SYN082AAXX  04061 01298 11470 73601 11081 21120 60052 70382 8596/ 333 21082 48030 70056;",
"01298099999","2010-01-04T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","270,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0142,1","-0162,1","99999,9",,,,"0,1,06,1","0,1,06,1",,"02,99,1,01,1,01,1,00450,1,04,1,01,1",,,"02,1","SYN070AAXX  04121 01298 11489 22701 11142 21162 6//// 70200 81141 333 4////;",
"01298099999","2010-01-04T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","030,1,N,0010,1","03000,1,9,N","030000,1,N,1","-0156,1","-0180,1","99999,9","12,0000,9,1",,,"2,1,06,1","2,1,06,1",,"08,99,1,04,1,09,1,00450,1,06,1,99,9",,"120,M,-0082,1","02,1","SYN076AAXX  04181 01298 11480 80301 11156 21180 60002 70222 8496/ 333 11082 4////;","Q01  00002PRCP12"
"01298099999","2010-01-05T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","040,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0242,1","-0258,1","99999,9","12,0000,9,1","24,0000,9,1","0030,9,1,999999,9,9","0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,01,1","24,9","999,N,-0260,1","01,1","SYN082AAXX  05061 01298 11989 10401 11242 21258 60002 70100 80001 333 21260 48030 70000;","Q01  00002PRCP24Q02  00002PRCP12"
"01298099999","2010-01-05T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0283,1","-0302,1","99999,9",,,,"0,1,06,1","0,1,06,1",,"02,99,1,00,1,00,1,99999,9,00,1,08,1",,,"02,1","SYN070AAXX  05121 01298 11989 20501 11283 21302 6//// 70200 80008 333 4////;",
"01298099999","2010-01-05T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0293,1","-0314,1","99999,9","12,0000,9,1",,,"0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,08,1",,"120,M,-0233,1","02,1","SYN076AAXX  05181 01298 11989 10501 11293 21314 60002 70200 80008 333 11233 4////;","Q01  00002PRCP12"
"01298099999","2010-01-06T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","030,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0313,1","-0334,1","99999,9","12,0000,9,1","24,0000,9,1","0029,9,1,999999,9,9","0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,08,1","24,9","999,N,-0314,1","01,1","SYN082AAXX  06061 01298 11989 10301 11313 21334 60002 70100 80008 333 21314 48029 70000;","Q01  00002PRCP24Q02  00002PRCP12"
"01298099999","2010-01-06T12:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","040,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0296,1","-0317,1","99999,9",,,,"0,1,06,1","0,1,06,1","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"02,1","SYN064AAXX  06121 01298 11989 00401 11296 21317 6//// 70200 333 4////;",
"01298099999","2010-01-06T18:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0293,1","-0312,1","99999,9","12,0000,9,1",,,"0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,08,1",,"120,M,-0282,1","02,1","SYN076AAXX  06181 01298 11989 10501 11293 21312 60002 70200 80008 333 11282 4////;","Q01  00002PRCP12"
"01298099999","2010-01-07T06:00:00","4","64.45","13.7166666","433.0","NORDLI HOLAND, NO","FM-12","99999","V020","040,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0308,1","-0329,1","99999,9","12,0000,9,1","24,0000,9,1","0029,9,1,999999,9,9","0,1,06,1","0,1,06,1",,"01,99,1,00,1,00,1,99999,9,00,1,08,1","24,9","999,N,-0320,1","01,1","SYN082AAXX  07061 01298 11989 10401 11308 21329 60002 70100 80008 333 21320 48029 70000;","Q01  00002PRCP24Q02  00002PRCP12"
