"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OC1","REM","EQD"
"04266099999","2010-01-02T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","350,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0008,1","-0047,1","10314,1","99999,9,10272,1","2,1,004,1,+999,9",,"SYN060AAXX  02124 04266 46/// /3507 10008 21047 30272 40314 52004;",
"04266099999","2010-01-02T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","150,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0013,1","-0042,1","10332,1","99999,9,10290,1","2,1,018,1,+999,9",,"SYN060AAXX  02154 04266 46/// /1507 10013 21042 30290 40332 52018;",
"04266099999","2010-01-02T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","150,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0023,1","-0032,1","10363,1","99999,9,10321,1","2,1,031,1,+999,9",,"SYN060AAXX  02184 04266 46/// /1514 10023 21032 30321 40363 52031;",
"04266099999","2010-01-02T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0020,1","-0035,1","10392,1","99999,9,10350,1","2,1,029,1,+999,9",,"SYN060AAXX  02214 04266 46/// /0904 10020 21035 30350 40392 52029;",
"04266099999","2010-01-03T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0022,1","-0033,1","10405,1","99999,9,10363,1","2,1,013,1,+999,9",,"SYN060AAXX  03004 04266 46/// ///// 10022 21033 30363 40405 52013;",
"04266099999","2010-01-03T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","030,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0023,1","-0032,1","10411,1","99999,9,10369,1","2,1,006,1,+999,9",,"SYN060AAXX  03034 04266 46/// /0307 10023 21032 30369 40411 52006;",
"04266099999","2010-01-03T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0013,1","-0042,1","10413,1","99999,9,10371,1","2,1,002,1,+999,9",,"SYN060AAXX  03064 04266 46/// /0506 10013 21042 30371 40413 52002;",
"04266099999","2010-01-03T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","010,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0026,1","-0030,1","10407,1","99999,9,10365,1","7,1,006,1,+999,9",,"SYN060AAXX  03094 04266 46/// /0105 10026 21030 30365 40407 57006;",
"04266099999","2010-01-03T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","320,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0016,1","-0039,1","10394,1","99999,9,10352,1","7,1,013,1,+999,9",,"SYN060AAXX  03124 04266 46/// /3206 10016 21039 30352 40394 57013;",
"04266099999","2010-01-03T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","280,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0018,1","-0037,1","10388,1","99999,9,10346,1","7,1,006,1,+999,9",,"SYN060AAXX  03154 04266 46/// /2808 10018 21037 30346 40388 57006;",
"04266099999","2010-01-03T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","300,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0014,1","-0041,1","10371,1","99999,9,10329,1","7,1,017,1,+999,9",,"SYN060AAXX  03184 04266 46/// /3011 10014 21041 30329 40371 57017;",
"04266099999","2010-01-03T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","310,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0002,1","-0052,1","10361,1","99999,9,10319,1","7,1,010,1,+999,9",,"SYN060AAXX  03214 04266 46/// /3112 10002 21052 30319 40361 57010;",
"04266099999","2010-01-04T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","130,1,N,0046,1","99999,9,9,N","999999,9,N,1","-0009,1","-0063,1","10353,1","99999,9,10310,1","7,1,009,1,+999,9",,"SYN060AAXX  04004 04266 46/// /1309 11009 21063 30310 40353 57009;",
"04266099999","2010-01-04T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","080,1,N,0026,1","99999,9,9,N","999999,9,N,1","-0015,1","-0068,1","10354,1","99999,9,10311,1","2,1,001,1,+999,9",,"SYN060AAXX  04034 04266 46/// /0805 11015 21068 30311 40354 52001;",
"04266099999","2010-01-04T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0007,1","-0061,1","10355,1","99999,9,10313,1","2,1,002,1,+999,9",,"SYN060AAXX  04064 04266 46/// /0615 11007 21061 30313 40355 52002;",
"04266099999","2010-01-04T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0007,1","-0048,1","10352,1","99999,9,10310,1","7,1,003,1,+999,9",,"SYN060AAXX  04094 04266 46/// /0613 10007 21048 30310 40352 57003;",
"04266099999","2010-01-04T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","070,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0015,1","-0042,1","10350,1","99999,9,10308,1","7,1,002,1,+999,9",,"SYN060AAXX  04124 04266 46/// /0718 10015 21042 30308 40350 57002;",
"04266099999","2010-01-04T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0023,1","-0035,1","10347,1","99999,9,10305,1","7,1,003,1,+999,9",,"SYN060AAXX  04154 04266 46/// /0614 10023 21035 30305 40347 57003;",
"04266099999","2010-01-04T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","080,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0028,1","-0041,1","10337,1","99999,9,10295,1","7,1,010,1,+999,9",,"SYN060AAXX  04184 04266 46/// /0811 10028 21041 30295 40337 57010;",
"04266099999","2010-01-04T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","070,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0034,1","-0043,1","10332,1","99999,9,10290,1","7,1,005,1,+999,9",,"SYN060AAXX  04214 04266 46/// /0706 10034 21043 30290 40332 57005;",
"04266099999","2010-01-05T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0019,1","-0063,1","10325,1","99999,9,10283,1","7,1,007,1,+999,9",,"SYN060AAXX  05004 04266 46/// /0603 10019 21063 30283 40325 57007;",
"04266099999","2010-01-05T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0000,1","-0054,1","10311,1","99999,9,10269,1","7,1,014,1,+999,9",,"SYN060AAXX  05034 04266 46/// /0608 10000 21054 30269 40311 57014;",
"04266099999","2010-01-05T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","050,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0007,1","-0053,1","10298,1","99999,9,10256,1","7,1,013,1,+999,9",,"SYN060AAXX  05064 04266 46/// /0508 10007 21053 30256 40298 57013;",
"04266099999","2010-01-05T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0022,1","-0066,1","10275,1","99999,9,10233,1","7,1,007,1,+999,9",,"SYN060AAXX  05124 04266 46/// /0607 10022 21066 30233 40275 57007;",
"04266099999","2010-01-05T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","080,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0028,1","-0043,1","10264,1","99999,9,10222,1","7,1,011,1,+999,9",,"SYN060AAXX  05154 04266 46/// /0812 10028 21043 30222 40264 57011;",
"04266099999","2010-01-05T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0032,1","-0042,1","10246,1","99999,9,10205,1","7,1,017,1,+999,9",,"SYN060AAXX  05184 04266 46/// /1010 10032 21042 30205 40246 57017;",
"04266099999","2010-01-05T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","110,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0019,1","-0039,1","10235,1","99999,9,10193,1","7,1,012,1,+999,9",,"SYN060AAXX  05214 04266 46/// /1108 10019 21039 30193 40235 57012;",
"04266099999","2010-01-06T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0014,1","-0041,1","10215,1","99999,9,10173,1","7,1,020,1,+999,9",,"SYN060AAXX  06004 04266 46/// /0908 10014 21041 30173 40215 57020;",
"04266099999","2010-01-06T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0004,1","-0050,1","10200,1","99999,9,10158,1","7,1,015,1,+999,9",,"SYN060AAXX  06034 04266 46/// /0604 10004 21050 30158 40200 57015;",
"04266099999","2010-01-06T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","080,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0024,1","-0031,1","10184,1","99999,9,10143,1","7,1,015,1,+999,9",,"SYN060AAXX  06064 04266 46/// /0815 10024 21031 30143 40184 57015;",
"04266099999","2010-01-06T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","070,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0017,1","-0038,1","10170,1","99999,9,10129,1","7,1,014,1,+999,9",,"SYN060AAXX  06094 04266 46/// /0717 10017 21038 30129 40170 57014;",
"04266099999","2010-01-06T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0036,1","-0028,1","10160,1","99999,9,10119,1","7,1,010,1,+999,9",,"SYN060AAXX  06124 04266 46/// /1022 10036 21028 30119 40160 57010;",
"04266099999","2010-01-06T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0118,1","99999,9,9,N","999999,9,N,1","+0031,1","-0027,1","10153,1","99999,9,10112,1","7,1,007,1,+999,9",,"SYN060AAXX  06154 04266 46/// /1023 10031 21027 30112 40153 57007;",
"04266099999","2010-01-06T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0032,1","-0026,1","10131,1","99999,9,10090,1","7,1,022,1,+999,9",,"SYN060AAXX  06184 04266 46/// /0919 10032 21026 30090 40131 57022;",
"04266099999","2010-01-06T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0134,1","99999,9,9,N","999999,9,N,1","+0040,1","-0029,1","10113,1","99999,9,10072,1","7,1,018,1,+999,9",,"SYN060AAXX  06214 04266 46/// /1026 10040 21029 30072 40113 57018;",
"04266099999","2010-01-07T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0018,1","-0035,1","10101,1","99999,9,10060,1","7,1,012,1,+999,9",,"SYN060AAXX  07004 04266 46/// /0619 10018 21035 30060 40101 57012;",
"04266099999","2010-01-07T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0025,1","-0028,1","10099,1","99999,9,10058,1","7,1,002,1,+999,9",,"SYN060AAXX  07034 04266 46/// /0922 10025 21028 30058 40099 57002;",
"04266099999","2010-01-07T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","110,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0024,1","-0029,1","10087,1","99999,9,10046,1","7,1,012,1,+999,9",,"SYN060AAXX  07064 04266 46/// /1124 10024 21029 30046 40087 57012;",
"04266099999","2010-01-07T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0108,1","99999,9,9,N","999999,9,N,1","+0023,1","-0027,1","10085,1","99999,9,10044,1","7,1,002,1,+999,9",,"SYN060AAXX  07094 04266 46/// /1021 10023 21027 30044 40085 57002;",
"04266099999","2010-01-07T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0021,1","-0029,1","10073,1","99999,9,10032,1","7,1,012,1,+999,9",,"SYN060AAXX  07124 04266 46/// /0922 10021 21029 30032 40073 57012;",
"04266099999","2010-01-07T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","040,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0023,1","-0027,1","10038,1","99999,9,09997,1","7,1,035,1,+999,9",,"SYN060AAXX  07154 04266 46/// /0417 10023 21027 39997 40038 57035;",
"04266099999","2010-01-07T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","030,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0029,1","-0037,1","09980,1","99999,9,09940,1","7,1,057,1,+999,9",,"SYN060AAXX  07184 04266 46/// /0317 10029 21037 39940 49980 57057;",
"04266099999","2010-01-07T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","050,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0053,1","-0025,1","09936,1","99999,9,09896,1","7,1,044,1,+999,9",,"SYN060AAXX  07214 04266 46/// /0522 10053 21025 39896 49936 57044;",
"04266099999","2010-01-08T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","040,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0063,1","-0022,1","09901,1","99999,9,09861,1","7,1,035,1,+999,9",,"SYN060AAXX  08004 04266 46/// /0424 10063 21022 39861 49901 57035;",
"04266099999","2010-01-08T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0051,1","-0022,1","09875,1","99999,9,09835,1","7,1,026,1,+999,9",,"SYN060AAXX  08034 04266 46/// /0618 10051 21022 39835 49875 57026;",
"04266099999","2010-01-08T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","110,1,N,0129,1","99999,9,9,N","999999,9,N,1","+0042,1","-0012,1","09864,1","99999,9,09824,1","7,1,011,1,+999,9",,"SYN060AAXX  08064 04266 46/// /1125 10042 21012 39824 49864 57011;",
"04266099999","2010-01-08T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","120,1,N,0154,1","99999,9,9,N","999999,9,N,1","+0032,1","-0021,1","09856,1","99999,9,09816,1","7,1,008,1,+999,9",,"SYN060AAXX  08094 04266 46/// /1230 10032 21021 39816 49856 57008;",
"04266099999","2010-01-08T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","120,1,N,0185,1","99999,9,9,N","999999,9,N,1","+0028,1","-0025,1","09854,1","99999,9,09814,1","7,1,002,1,+999,9",,"SYN060AAXX  08124 04266 46/// /1236 10028 21025 39814 49854 57002;",
"04266099999","2010-01-08T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0200,1","99999,9,9,N","999999,9,N,1","+0028,1","-0025,1","09857,1","99999,9,09817,1","2,1,003,1,+999,9",,"SYN060AAXX  08154 04266 46/// /1039 10028 21025 39817 49857 52003;",
"04266099999","2010-01-08T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0226,1","99999,9,9,N","999999,9,N,1","+0028,1","-0025,1","09854,1","99999,9,09814,1","7,1,003,1,+999,9",,"SYN060AAXX  08184 04266 46/// /1044 10028 21025 39814 49854 57003;",
"04266099999","2010-01-08T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0221,1","99999,9,9,N","999999,9,N,1","+0017,1","-0035,1","09853,1","99999,9,09813,1","7,1,001,1,+999,9",,"SYN060AAXX  08214 04266 46/// /1043 10017 21035 39813 49853 57001;",
"04266099999","2010-01-09T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0216,1","99999,9,9,N","999999,9,N,1","+0020,1","-0033,1","09856,1","99999,9,09816,1","2,1,003,1,+999,9",,"SYN060AAXX  09004 04266 46/// /1042 10020 21033 39816 49856 52003;",
"04266099999","2010-01-09T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","100,1,N,0170,1","99999,9,9,N","999999,9,N,1","+0019,1","-0034,1","09852,1","99999,9,09812,1","7,1,004,1,+999,9",,"SYN060AAXX  09034 04266 46/// /1033 10019 21034 39812 49852 57004;",
"04266099999","2010-01-09T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","130,1,N,0154,1","99999,9,9,N","999999,9,N,1","+0027,1","-0026,1","09857,1","99999,9,09817,1","2,1,005,1,+999,9",,"SYN060AAXX  09064 04266 46/// /1330 10027 21026 39817 49857 52005;",
"04266099999","2010-01-09T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","150,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0025,1","-0028,1","09911,1","99999,9,09871,1","2,1,054,1,+999,9",,"SYN060AAXX  09094 04266 46/// /1519 10025 21028 39871 49911 52054;",
"04266099999","2010-01-09T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","140,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0019,1","-0034,1","09965,1","99999,9,09924,1","2,1,053,1,+999,9",,"SYN060AAXX  09124 04266 46/// /1412 10019 21034 39924 49965 52053;",
"04266099999","2010-01-09T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","110,1,N,0082,1","99999,9,9,N","999999,9,N,1","+0011,1","-0041,1","09992,1","99999,9,09951,1","2,1,027,1,+999,9",,"SYN060AAXX  09154 04266 46/// /1116 10011 21041 39951 49992 52027;",
"04266099999","2010-01-09T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","070,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0015,1","-0037,1","10002,1","99999,9,09961,1","2,1,010,1,+999,9",,"SYN060AAXX  09184 04266 46/// /0717 10015 21037 39961 40002 52010;",
"04266099999","2010-01-09T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","070,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0012,1","-0040,1","10003,1","99999,9,09962,1","2,1,001,1,+999,9",,"SYN060AAXX  09214 04266 46/// /0711 10012 21040 39962 40003 52001;",
"04266099999","2010-01-10T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0007,1","-0045,1","09987,1","99999,9,09946,1","7,1,016,1,+999,9",,"SYN060AAXX  10004 04266 46/// /0611 10007 21045 39946 49987 57016;",
"04266099999","2010-01-10T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","350,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0001,1","-0051,1","09958,1","99999,9,09917,1","7,1,029,1,+999,9",,"SYN060AAXX  10034 04266 46/// /3506 10001 21051 39917 49958 57029;",
"04266099999","2010-01-10T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0003,1","-0049,1","09936,1","99999,9,09895,1","7,1,022,1,+999,9",,"SYN060AAXX  10064 04266 46/// /3513 10003 21049 39895 49936 57022;",
"04266099999","2010-01-10T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","340,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0004,1","-0048,1","09931,1","99999,9,09890,1","7,1,005,1,+999,9",,"SYN060AAXX  10094 04266 46/// /3413 10004 21048 39890 49931 57005;",
"04266099999","2010-01-10T12:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","330,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0003,1","-0049,1","09936,1","99999,9,09895,1","2,1,005,1,+999,9",,"SYN060AAXX  10124 04266 46/// /3313 10003 21049 39895 49936 52005;",
"04266099999","2010-01-10T15:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","320,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0015,1","-0037,1","09919,1","99999,9,09879,1","7,1,016,1,+999,9",,"SYN060AAXX  10154 04266 46/// /3222 10015 21037 39879 49919 57016;",
"04266099999","2010-01-10T18:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","330,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0015,1","-0037,1","09917,1","99999,9,09877,1","7,1,002,1,+999,9",,"SYN060AAXX  10184 04266 46/// /3314 10015 21037 39877 49917 57002;",
"04266099999","2010-01-10T21:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","010,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0030,1","-0039,1","09930,1","99999,9,09890,1","2,1,013,1,+999,9",,"SYN060AAXX  10214 04266 46/// /0106 10030 21039 39890 49930 52013;",
"04266099999","2010-01-11T00:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","050,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0055,1","-0041,1","09935,1","99999,9,09895,1","2,1,005,1,+999,9",,"SYN060AAXX  11004 04266 46/// /0512 10055 21041 39895 49935 52005;",
"04266099999","2010-01-11T03:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0070,1","-0040,1","09945,1","99999,9,09905,1","2,1,010,1,+999,9",,"SYN060AAXX  11034 04266 46/// /0611 10070 21040 39905 49945 52010;",
"04266099999","2010-01-11T06:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","060,1,N,0129,1","99999,9,9,N","999999,9,N,1","+0070,1","-0033,1","09946,1","99999,9,09906,1","2,1,001,1,+999,9",,"SYN060AAXX  11064 04266 46/// /0625 10070 21033 39906 49946 52001;",
"04266099999","2010-01-11T09:00:00","4","60.75","-48.45","30.0","NUNARSUIT, GL","FM-12","99999","V020","090,1,N,0134,1","99999,9,9,N","999999,9,N,1","+0083,1","-0041,1","09963,1","99999,9,09923,1","2,1,017,1,+999,9",,"SYN060AAXX  11094 04266 46/// /0926 10083 21041 39923 49963 52017;",
