"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GF1","KA1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"01088499999","2010-01-03T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0090,1","-0110,1","99999,9",,,,,,"10149,1,99999,9",,,,,"MET047METAR ENSN 031250Z 26006KT CAVOK M09/M11 Q1015;",
"01088499999","2010-01-03T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0090,1","-0100,1","99999,9",,,,,,"10149,1,99999,9",,,,,"MET047METAR ENSN 031350Z 26005KT CAVOK M09/M10 Q1015;",
"01088499999","2010-01-03T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0090,1","-0110,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 031450Z 26006KT CAVOK M09/M11 Q1014;",
"01088499999","2010-01-03T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0090,1","-0100,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 031550Z 28006KT CAVOK M09/M10 Q1014;",
"01088499999","2010-01-03T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0100,1","-0110,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 031650Z 25006KT CAVOK M10/M11 Q1013;",
"01088499999","2010-01-03T17:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0100,1","-0110,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 031750Z 25007KT CAVOK M10/M11 Q1013;",
"01088499999","2010-01-03T18:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0041,1","99999,9,9,Y","009900,1,N,1","-0100,1","-0110,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 031850Z 25008KT CAVOK M10/M11 Q1013;",
"01088499999","2010-01-03T19:20:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0100,1","-0100,1","99999,9",,,,,,"10119,1,99999,9",,,,,"MET047METAR ENSN 031920Z 25007KT CAVOK M10/M10 Q1012;",
"01088499999","2010-01-04T04:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0026,1","22000,1,9,N","011265,1,N,1","-0090,1","-0100,1","99999,9","02,5,+00060,1,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10071,1,99999,9",,,,,"MET053METAR ENSN 040450Z 24005KT 9999 FEW002 M09/M10 Q1007;",
"01088499999","2010-01-04T05:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0026,1","22000,1,9,N","011265,1,N,1","-0100,1","-0100,1","99999,9","02,5,+00060,1,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10071,1,99999,9","40,1",,,,"MET058METAR ENSN 040550Z 25005KT 9999 VCFG FEW002 M10/M10 Q1007;",
"01088499999","2010-01-04T06:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0026,1","22000,1,9,N","001500,1,N,1","-0100,1","-0100,1","99999,9","04,5,+00060,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10061,1,99999,9",,,,,"MET060METAR ENSN 040650Z 24005KT 1500N 9000E SCT002 M10/M10 Q1006;",
"01088499999","2010-01-04T07:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0026,1","22000,1,9,N","011265,1,N,1","-0090,1","-0090,1","99999,9","02,5,+00060,1,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10051,1,99999,9","40,1",,,,"MET058METAR ENSN 040750Z 25005KT 9999 VCFG FEW002 M09/M09 Q1005;",
"01088499999","2010-01-04T08:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0021,1","22000,1,9,N","011265,1,N,1","-0080,1","-0090,1","99999,9","02,1,+99999,9,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10051,1,99999,9",,,,,"MET053METAR ENSN 040850Z 24004KT 9999 FEW/// M08/M09 Q1005;",
"01088499999","2010-01-04T09:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0021,1","22000,1,9,N","011265,1,N,1","-0080,1","-0090,1","99999,9","02,1,+99999,9,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10051,1,99999,9",,,,,"MET053METAR ENSN 040950Z 25004KT 9999 FEW/// M08/M09 Q1005;",
"01088499999","2010-01-04T10:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","999,9,V,0010,1","99999,9,9,Y","009900,1,N,1","-0070,1","-0080,1","99999,9",,,,,,"10041,1,99999,9",,,,,"MET047METAR ENSN 041050Z VRB02KT CAVOK M07/M08 Q1004;",
"01088499999","2010-01-04T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0060,1","-0070,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041250Z 24004KT CAVOK M06/M07 Q1003;",
"01088499999","2010-01-04T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0010,1","99999,9,9,Y","009900,1,N,1","-0060,1","-0070,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041350Z 24002KT CAVOK M06/M07 Q1003;",
"01088499999","2010-01-04T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0070,1","-0070,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041450Z 26006KT CAVOK M07/M07 Q1003;",
"01088499999","2010-01-04T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0060,1","-0070,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041550Z 30005KT CAVOK M06/M07 Q1003;",
"01088499999","2010-01-04T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0070,1","-0070,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041650Z 26006KT CAVOK M07/M07 Q1003;",
"01088499999","2010-01-04T17:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0070,1","-0080,1","99999,9",,,,,,"10031,1,99999,9",,,,,"MET047METAR ENSN 041750Z 26006KT CAVOK M07/M08 Q1003;",
"01088499999","2010-01-04T18:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0080,1","-0080,1","99999,9",,,,,,"10041,1,99999,9",,,,,"MET047METAR ENSN 041850Z 26007KT CAVOK M08/M08 Q1004;",
"01088499999","2010-01-05T04:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","250,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0120,1","-0120,1","99999,9",,,,,,"10071,1,99999,9",,,,,"MET047METAR ENSN 050450Z 25004KT CAVOK M12/M12 Q1007;",
"01088499999","2010-01-05T05:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0015,1","99999,9,9,Y","009900,1,N,1","-0110,1","-0120,1","99999,9",,,,,,"10081,1,99999,9",,,,,"MET047METAR ENSN 050550Z 26003KT CAVOK M11/M12 Q1008;",
"01088499999","2010-01-05T06:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0015,1","99999,9,9,Y","009900,1,N,1","-0110,1","-0120,1","99999,9",,,,,,"10081,1,99999,9",,,,,"MET047METAR ENSN 050650Z 28003KT CAVOK M11/M12 Q1008;",
"01088499999","2010-01-05T07:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0120,1","-0120,1","99999,9",,,,,,"10081,1,99999,9",,,,,"MET047METAR ENSN 050750Z 27004KT CAVOK M12/M12 Q1008;",
"01088499999","2010-01-05T08:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","240,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0120,1","-0130,1","99999,9",,,,,,"10091,1,99999,9",,,,,"MET047METAR ENSN 050850Z 24004KT CAVOK M12/M13 Q1009;",
"01088499999","2010-01-05T09:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","070,1,N,0021,1","01200,1,C,N","011265,1,N,1","-0110,1","-0120,1","99999,9","07,5,+01200,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10091,1,99999,9",,,,,"MET053METAR ENSN 050950Z 07004KT 9999 BKN040 M11/M12 Q1009;",
"01088499999","2010-01-05T10:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","050,1,N,0015,1","02460,5,C,N","011265,1,N,1","-0110,1","-0130,1","99999,9","04,5,+01260,1,99,9","07,5,+02460,5,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10102,1,99999,9",,,,,"MET060METAR ENSN 051050Z 05003KT 9999 SCT042 BKN082 M11/M13 Q1010;",
"01088499999","2010-01-05T11:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","040,1,N,0036,1","01530,5,C,N","011265,1,N,1","-0110,1","-0130,1","99999,9","07,5,+01530,5,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10102,1,99999,9","16,1",,,,"MET058METAR ENSN 051150Z 04007KT 9999 VCSH BKN051 M11/M13 Q1010;",
"01088499999","2010-01-05T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","040,1,N,0036,1","01350,1,C,N","011265,1,N,1","-0110,1","-0140,1","99999,9","07,5,+01350,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10102,1,99999,9","16,1",,,,"MET058METAR ENSN 051250Z 04007KT 9999 VCSH BKN045 M11/M14 Q1010;",
"01088499999","2010-01-05T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","050,1,N,0062,1","22000,1,9,N","011265,1,N,1","-0110,1","-0150,1","99999,9","04,5,+01200,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10108,1,99999,9","16,1",,,,"MET066METAR ENSN 051350Z 05012KT 010V090 9999 VCSH SCT040 M11/M15 Q1011;",
"01088499999","2010-01-05T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","040,1,N,0051,1","22000,1,9,N","011265,1,N,1","-0110,1","-0150,1","99999,9","04,5,+01440,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10108,1,99999,9","16,1",,,,"MET066METAR ENSN 051450Z 04010KT 030V090 9999 VCSH SCT048 M11/M15 Q1011;",
"01088499999","2010-01-05T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","050,1,N,0031,1","22000,1,9,N","011265,1,N,1","-0110,1","-0150,1","99999,9","04,5,+01440,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10119,1,99999,9",,,,,"MET061METAR ENSN 051550Z 05006KT 020V090 9999 SCT048 M11/M15 Q1012;",
"01088499999","2010-01-05T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","050,1,N,0051,1","22000,1,9,N","011265,1,N,1","-0120,1","-0150,1","99999,9","04,5,+01350,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10119,1,99999,9",,,,,"MET061METAR ENSN 051650Z 05010KT 010V100 9999 SCT045 M12/M15 Q1012;",
"01088499999","2010-01-05T17:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","050,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10119,1,99999,9",,,,,"MET055METAR ENSN 051750Z 05006KT 350V110 CAVOK M13/M16 Q1012;",
"01088499999","2010-01-05T18:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","020,1,N,0015,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 051850Z 02003KT CAVOK M13/M16 Q1013;",
"01088499999","2010-01-06T04:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","310,1,N,0015,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0190,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 060450Z 31003KT CAVOK M14/M19 Q1013;",
"01088499999","2010-01-06T05:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0180,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 060550Z 30005KT CAVOK M14/M18 Q1013;",
"01088499999","2010-01-06T06:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","290,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 060650Z 29005KT CAVOK M15/M18 Q1013;",
"01088499999","2010-01-06T07:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10129,1,99999,9",,,,,"MET047METAR ENSN 060750Z 30005KT CAVOK M15/M18 Q1013;",
"01088499999","2010-01-06T08:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","310,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 060850Z 31005KT CAVOK M15/M18 Q1014;",
"01088499999","2010-01-06T09:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","310,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 060950Z 31005KT CAVOK M14/M18 Q1014;",
"01088499999","2010-01-06T10:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","999,9,V,0026,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061050Z VRB05KT CAVOK M13/M18 Q1014;",
"01088499999","2010-01-06T11:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","330,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061150Z 33005KT CAVOK M13/M18 Q1014;",
"01088499999","2010-01-06T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","350,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0120,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061250Z 35005KT CAVOK M12/M18 Q1014;",
"01088499999","2010-01-06T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","360,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0180,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061350Z 36004KT CAVOK M13/M18 Q1014;",
"01088499999","2010-01-06T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","010,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0190,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061450Z 01005KT CAVOK M13/M19 Q1014;",
"01088499999","2010-01-06T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","350,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0190,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061550Z 35007KT CAVOK M14/M19 Q1014;",
"01088499999","2010-01-06T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","350,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0190,1","99999,9",,,,,,"10139,1,99999,9",,,,,"MET047METAR ENSN 061650Z 35005KT CAVOK M13/M19 Q1014;",
"01088499999","2010-01-06T18:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","340,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0190,1","99999,9",,,,,,"10149,1,99999,9",,,,,"MET047METAR ENSN 061850Z 34004KT CAVOK M14/M19 Q1015;",
"01088499999","2010-01-07T05:20:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","310,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10159,1,99999,9",,,,,"MET047METAR ENSN 070520Z 31006KT CAVOK M15/M18 Q1016;",
"01088499999","2010-01-07T05:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10159,1,99999,9",,,,,"MET047METAR ENSN 070550Z 30005KT CAVOK M15/M18 Q1016;",
"01088499999","2010-01-07T06:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0160,1","-0170,1","99999,9",,,,,,"10159,1,99999,9",,,,,"MET047METAR ENSN 070650Z 27004KT CAVOK M16/M17 Q1016;",
"01088499999","2010-01-07T07:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","290,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0160,1","-0180,1","99999,9",,,,,,"10169,1,99999,9",,,,,"MET047METAR ENSN 070750Z 29006KT CAVOK M16/M18 Q1017;",
"01088499999","2010-01-07T08:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10169,1,99999,9",,,,,"MET047METAR ENSN 070850Z 30006KT CAVOK M15/M18 Q1017;",
"01088499999","2010-01-07T09:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0170,1","99999,9",,,,,,"10169,1,99999,9",,,,,"MET047METAR ENSN 070950Z 27006KT CAVOK M14/M17 Q1017;",
"01088499999","2010-01-07T10:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","290,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0160,1","99999,9",,,,,,"10180,1,99999,9",,,,,"MET047METAR ENSN 071050Z 29006KT CAVOK M14/M16 Q1018;",
"01088499999","2010-01-07T11:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","290,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10180,1,99999,9",,,,,"MET047METAR ENSN 071150Z 29006KT CAVOK M13/M16 Q1018;",
"01088499999","2010-01-07T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10180,1,99999,9",,,,,"MET047METAR ENSN 071250Z 30005KT CAVOK M13/M16 Q1018;",
"01088499999","2010-01-07T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0026,1","99999,9,9,Y","009900,1,N,1","+9999,9","+9999,9","99999,9",,,,,,"10180,1,99999,9",,,,,"MET046METAR ENSN 071350Z 30005KT CAVOK M12M16 Q1018;",
"01088499999","2010-01-07T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","320,1,N,0026,1","22000,1,9,N","011265,1,N,1","-0130,1","-0160,1","99999,9","04,5,+00960,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,"MET053METAR ENSN 071450Z 32005KT 9999 SCT032 M13/M16 Q1018;",
"01088499999","2010-01-07T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","320,1,N,0021,1","22000,1,9,N","011265,1,N,1","-0130,1","-0160,1","99999,9","02,5,+01230,1,99,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"10190,1,99999,9",,,,,"MET053METAR ENSN 071550Z 32004KT 9999 FEW041 M13/M16 Q1019;",
"01088499999","2010-01-07T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","350,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10200,1,99999,9",,,,,"MET047METAR ENSN 071650Z 35007KT CAVOK M13/M16 Q1020;",
"01088499999","2010-01-07T17:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","350,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10200,1,99999,9",,,,,"MET047METAR ENSN 071750Z 35006KT CAVOK M13/M16 Q1020;",
"01088499999","2010-01-07T18:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","300,1,N,0021,1","99999,9,9,Y","009900,1,N,1","-0130,1","-0160,1","99999,9",,,,,,"10210,1,99999,9",,,,,"MET047METAR ENSN 071850Z 30004KT CAVOK M13/M16 Q1021;",
"01088499999","2010-01-08T06:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0041,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0170,1","99999,9",,,,,,"10271,1,99999,9",,,,,"MET047METAR ENSN 080650Z 27008KT CAVOK M15/M17 Q1027;",
"01088499999","2010-01-08T07:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0160,1","-0170,1","99999,9",,,,,,"10281,1,99999,9",,,,,"MET047METAR ENSN 080750Z 27007KT CAVOK M16/M17 Q1028;",
"01088499999","2010-01-08T08:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0046,1","99999,9,9,Y","009900,1,N,1","-0160,1","-0170,1","99999,9",,,,,,"10291,1,99999,9",,,,,"MET047METAR ENSN 080850Z 27009KT CAVOK M16/M17 Q1029;",
"01088499999","2010-01-08T09:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0031,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0170,1","99999,9",,,,,,"10301,1,99999,9",,,,"0082,1","MET050METAR ENSN 080950Z 28006G16KT CAVOK M15/M17 Q1030;",
"01088499999","2010-01-08T10:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0046,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0160,1","99999,9",,,,,,"10301,1,99999,9",,,,,"MET047METAR ENSN 081050Z 28009KT CAVOK M14/M16 Q1030;",
"01088499999","2010-01-08T11:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0041,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0160,1","99999,9",,,,,,"10301,1,99999,9",,,,,"MET047METAR ENSN 081150Z 28008KT CAVOK M14/M16 Q1030;",
"01088499999","2010-01-08T12:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0041,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0160,1","99999,9",,,,,,"10301,1,99999,9",,,,,"MET047METAR ENSN 081250Z 28008KT CAVOK M14/M16 Q1030;",
"01088499999","2010-01-08T13:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","280,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0170,1","99999,9",,,,,,"10312,1,99999,9",,,,,"MET047METAR ENSN 081350Z 28007KT CAVOK M14/M17 Q1031;",
"01088499999","2010-01-08T14:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0140,1","-0170,1","99999,9",,,,,,"10312,1,99999,9",,,,,"MET047METAR ENSN 081450Z 27007KT CAVOK M14/M17 Q1031;",
"01088499999","2010-01-08T15:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10318,1,99999,9",,,,,"MET047METAR ENSN 081550Z 26007KT CAVOK M15/M18 Q1032;",
"01088499999","2010-01-08T16:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","260,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0180,1","99999,9",,,,,,"10329,1,99999,9",,,,,"MET047METAR ENSN 081650Z 26007KT CAVOK M15/M18 Q1033;",
"01088499999","2010-01-08T17:50:00","4","59.185","9.566944","141.12","GEITERYGGEN, NO","FM-15","ENSN ","V020","270,1,N,0036,1","99999,9,9,Y","009900,1,N,1","-0150,1","-0170,1","99999,9",,,,,,"10329,1,99999,9",,,,,"MET047METAR ENSN 081750Z 27007KT CAVOK M15/M17 Q1033;",
