"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OC1","REM"
"04228099999","2010-01-01T00:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","220,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0040,1","-0049,1","10246,1","99999,9,10232,1","2,1,042,1,+999,9",,"SYN060AAXX  01004 04228 46/// /2215 11040 21049 30232 40246 52042;"
"04228099999","2010-01-01T03:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","200,1,N,0062,1","99999,9,9,N","999999,9,N,1","-0038,1","-0050,1","10271,1","99999,9,10257,1","2,1,025,1,+999,9",,"SYN060AAXX  01034 04228 46/// /2012 11038 21050 30257 40271 52025;"
"04228099999","2010-01-01T06:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","220,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0041,1","-0053,1","10288,1","99999,9,10274,1","2,1,017,1,+999,9",,"SYN060AAXX  01064 04228 46/// /2206 11041 21053 30274 40288 52017;"
"04228099999","2010-01-01T09:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","100,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0040,1","-0049,1","10305,1","99999,9,10291,1","2,1,017,1,+999,9",,"SYN060AAXX  01094 04228 46/// /1002 11040 21049 30291 40305 52017;"
"04228099999","2010-01-01T12:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","020,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0033,1","-0038,1","10319,1","99999,9,10305,1","2,1,014,1,+999,9",,"SYN060AAXX  01124 04228 46/// /0206 11033 21038 30305 40319 52014;"
"04228099999","2010-01-01T15:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","050,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0027,1","-0032,1","10329,1","99999,9,10315,1","2,1,010,1,+999,9",,"SYN060AAXX  01154 04228 46/// /0511 11027 21032 30315 40329 52010;"
"04228099999","2010-01-01T18:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","060,1,N,0062,1","99999,9,9,N","999999,9,N,1","-0016,1","-0019,1","10333,1","99999,9,10319,1","2,1,004,1,+999,9",,"SYN060AAXX  01184 04228 46/// /0612 11016 21019 30319 40333 52004;"
"04228099999","2010-01-01T21:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","070,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0013,1","-0017,1","10342,1","99999,9,10328,1","2,1,009,1,+999,9",,"SYN060AAXX  01214 04228 46/// /0707 11013 21017 30328 40342 52009;"
"04228099999","2010-01-02T00:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","110,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0002,1","-0019,1","10344,1","99999,9,10330,1","2,1,002,1,+999,9",,"SYN060AAXX  02004 04228 46/// /1106 11002 21019 30330 40344 52002;"
"04228099999","2010-01-02T03:00:00","4","67.7833333","-53.9666666","12.0","KITSISSUT ATTU, GL","FM-12","99999","V020","120,1,N,0046,1","99999,9,9,N","999999,9,N,1","+0005,1","-0022,1","10347,1","99999,9,10333,1","2,1,003,1,+999,9",,"SYN060AAXX  02034 04228 46/// /1209 10005 21022 30333 40347 52003;"
