"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OC1","REM","EQD"
"04208099999","2010-01-08T21:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","330,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0249,1","-0254,1","10086,1","99999,9,10031,1","7,1,003,1,+999,9",,"SYN060AAXX  08214 04208 46/// /3311 11249 21254 30031 40086 57003;",
"04208099999","2010-01-09T00:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","180,1,N,0072,1","99999,9,9,N","999999,9,N,1","-0251,1","-0256,1","10076,1","99999,9,10021,1","7,1,010,1,+999,9",,"SYN060AAXX  09004 04208 46/// /1814 11251 21256 30021 40076 57010;",
"04208099999","2010-01-09T03:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","320,1,N,0062,1","99999,9,9,N","999999,9,N,1","-0265,1","-0270,1","10066,1","99999,9,10011,1","7,1,010,1,+999,9",,"SYN060AAXX  09034 04208 46/// /3212 11265 21270 30011 40066 57010;",
"04208099999","2010-01-09T06:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","330,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0270,1","-0277,1","10065,1","99999,9,10010,1","7,1,001,1,+999,9",,"SYN060AAXX  09064 04208 46/// /3311 11270 21277 30010 40065 57001;",
"04208099999","2010-01-09T09:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","330,1,N,0046,1","99999,9,9,N","999999,9,N,1","-0267,1","-0274,1","10066,1","99999,9,10011,1","2,1,001,1,+999,9",,"SYN060AAXX  09094 04208 46/// /3309 11267 21274 30011 40066 52001;",
"04208099999","2010-01-09T12:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","340,1,N,0046,1","99999,9,9,N","999999,9,N,1","-0265,1","-0272,1","10069,1","99999,9,10014,1","2,1,003,1,+999,9",,"SYN060AAXX  09124 04208 46/// /3409 11265 21272 30014 40069 52003;",
"04208099999","2010-01-09T15:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,N,1","-0258,1","-0266,1","10066,1","99999,9,10011,1","7,1,003,1,+999,9",,"SYN060AAXX  09154 04208 46/// /3410 11258 21266 30011 40066 57003;",
"04208099999","2010-01-09T18:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","320,1,N,0051,1","99999,9,9,N","999999,9,N,1","-0257,1","-0265,1","10075,1","99999,9,10020,1","2,1,009,1,+999,9",,"SYN060AAXX  09184 04208 46/// /3210 11257 21265 30020 40075 52009;",
"04208099999","2010-01-09T21:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","330,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0258,1","-0266,1","10103,1","99999,9,10048,1","2,1,028,1,+999,9",,"SYN060AAXX  09214 04208 46/// /3307 11258 21266 30048 40103 52028;",
"04208099999","2010-01-10T00:00:00","4","74.0333333","-57.8166666","40.0","KITSISSORSUIT EDDERFUGLE OEER, GL","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0259,1","-0267,1","10138,1","99999,9,10083,1","2,1,035,1,+999,9",,"SYN060AAXX  10004 04208 46/// /3404 11259 21267 30083 40138 52035;",
