"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OC1","REM","EQD"
"04253099999","2010-02-01T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","180,1,N,0113,1","99999,9,9,N","999999,9,N,1","-0004,1","-0014,1","09901,1","99999,9,09875,1","2,1,007,1,+999,9",,"SYN060AAXX  01124 04253 46/// /1822 11004 21014 39875 49901 52007;",
"04253099999","2010-02-01T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","160,1,N,0098,1","99999,9,9,N","999999,9,N,1","-0007,1","-0028,1","09919,1","99999,9,09892,1","2,1,017,1,+999,9",,"SYN060AAXX  01154 04253 46/// /1619 11007 21028 39892 49919 52017;",
"04253099999","2010-02-01T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0026,1","99999,9,9,N","999999,9,N,1","-0005,1","-0025,1","09920,1","99999,9,09893,1","2,1,001,1,+999,9",,"SYN060AAXX  01184 04253 46/// /0605 11005 21025 39893 49920 52001;",
"04253099999","2010-02-01T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","040,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0012,1","-0045,1","09912,1","99999,9,09885,1","7,1,008,1,+999,9",,"SYN060AAXX  01214 04253 46/// /0407 11012 21045 39885 49912 57008;",
"04253099999","2010-02-02T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0001,1","-0048,1","09873,1","99999,9,09847,1","7,1,038,1,+999,9",,"SYN060AAXX  02004 04253 46/// ///// 10001 21048 39847 49873 57038;",
"04253099999","2010-02-02T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0004,1","-0036,1","09836,1","99999,9,09810,1","7,1,037,1,+999,9",,"SYN060AAXX  02034 04253 46/// /3314 10004 21036 39810 49836 57037;",
"04253099999","2010-02-02T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0046,1","99999,9,9,N","999999,9,N,1","+0002,1","-0030,1","09808,1","99999,9,09782,1","7,1,028,1,+999,9",,"SYN060AAXX  02064 04253 46/// /3409 10002 21030 39782 49808 57028;",
"04253099999","2010-02-02T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","070,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0047,1","-0051,1","09792,1","99999,9,09766,1","7,1,016,1,+999,9",,"SYN060AAXX  02094 04253 46/// /0712 10047 21051 39766 49792 57016;",
"04253099999","2010-02-02T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","040,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0030,1","-0064,1","09780,1","99999,9,09754,1","7,1,012,1,+999,9",,"SYN060AAXX  02124 04253 46/// /0411 10030 21064 39754 49780 57012;",
"04253099999","2010-02-02T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","150,1,N,0149,1","99999,9,9,N","999999,9,N,1","+0066,1","-0043,1","09757,1","99999,9,09732,1","7,1,022,1,+999,9",,"SYN060AAXX  02154 04253 46/// /1529 10066 21043 39732 49757 57022;",
"04253099999","2010-02-02T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","140,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0065,1","-0032,1","09765,1","99999,9,09740,1","2,1,008,1,+999,9",,"SYN060AAXX  02184 04253 46/// /1424 10065 21032 39740 49765 52008;",
"04253099999","2010-02-02T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","140,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0029,1","-0034,1","09801,1","99999,9,09775,1","2,1,035,1,+999,9",,"SYN060AAXX  02214 04253 46/// /1412 10029 21034 39775 49801 52035;",
"04253099999","2010-02-03T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","120,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0023,1","-0056,1","09834,1","99999,9,09808,1","2,1,033,1,+999,9",,"SYN060AAXX  03004 04253 46/// /1215 10023 21056 39808 49834 52033;",
"04253099999","2010-02-03T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","170,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0025,1","-0069,1","09878,1","99999,9,09852,1","2,1,044,1,+999,9",,"SYN060AAXX  03034 04253 46/// /1717 10025 21069 39852 49878 52044;",
"04253099999","2010-02-03T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","100,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0014,1","-0065,1","09909,1","99999,9,09883,1","2,1,031,1,+999,9",,"SYN060AAXX  03064 04253 46/// /1017 10014 21065 39883 49909 52031;",
"04253099999","2010-02-03T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","120,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0015,1","-0064,1","09931,1","99999,9,09905,1","2,1,022,1,+999,9",,"SYN060AAXX  03094 04253 46/// /1219 10015 21064 39905 49931 52022;",
"04253099999","2010-02-03T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","070,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0017,1","-0051,1","09951,1","99999,9,09925,1","2,1,020,1,+999,9",,"SYN060AAXX  03124 04253 46/// /0710 10017 21051 39925 49951 52020;",
"04253099999","2010-02-03T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","120,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0017,1","-0035,1","09952,1","99999,9,09926,1","2,1,001,1,+999,9",,"SYN060AAXX  03154 04253 46/// /1202 10017 21035 39926 49952 52001;",
"04253099999","2010-02-03T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0021,1","-0032,1","09961,1","99999,9,09935,1","2,1,009,1,+999,9",,"SYN060AAXX  03184 04253 46/// /1104 10021 21032 39935 49961 52009;",
"04253099999","2010-02-03T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","190,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0009,1","+0001,1","09977,1","99999,9,09950,1","2,1,015,1,+999,9",,"SYN060AAXX  03214 04253 46/// /1907 10009 20001 39950 49977 52015;",
"04253099999","2010-02-04T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","050,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0002,1","-0009,1","09985,1","99999,9,09958,1","2,1,008,1,+999,9",,"SYN060AAXX  04004 04253 46/// /0506 11002 21009 39958 49985 52008;",
"04253099999","2010-02-04T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","050,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0016,1","-0025,1","09985,1","99999,9,09958,1","4,1,000,1,+999,9",,"SYN060AAXX  04034 04253 46/// /0510 10016 21025 39958 49985 54000;",
"04253099999","2010-02-04T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","020,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0022,1","-0052,1","09985,1","99999,9,09959,1","2,1,001,1,+999,9",,"SYN060AAXX  04064 04253 46/// /0208 10022 21052 39959 49985 52001;",
"04253099999","2010-02-04T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0037,1","-0070,1","09990,1","99999,9,09964,1","2,1,005,1,+999,9",,"SYN060AAXX  04094 04253 46/// /0608 10037 21070 39964 49990 52005;",
"04253099999","2010-02-04T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0033,1","-0050,1","10004,1","99999,9,09978,1","2,1,014,1,+999,9",,"SYN060AAXX  04124 04253 46/// /0612 10033 21050 39978 40004 52014;",
"04253099999","2010-02-04T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","190,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0053,1","-0052,1","10013,1","99999,9,09987,1","2,1,009,1,+999,9",,"SYN060AAXX  04154 04253 46/// /1918 10053 21052 39987 40013 52009;",
"04253099999","2010-02-04T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","090,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0069,1","-0070,1","10020,1","99999,9,09994,1","2,1,007,1,+999,9",,"SYN060AAXX  04184 04253 46/// /0912 10069 21070 39994 40020 52007;",
"04253099999","2010-02-04T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0058,1","-0060,1","10038,1","99999,9,10012,1","2,1,018,1,+999,9",,"SYN060AAXX  04214 04253 46/// /0607 10058 21060 30012 40038 52018;",
"04253099999","2010-02-05T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","180,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0046,1","-0052,1","10048,1","99999,9,10022,1","2,1,010,1,+999,9",,"SYN060AAXX  05004 04253 46/// /1828 10046 21052 30022 40048 52010;",
"04253099999","2010-02-05T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","160,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0034,1","-0054,1","10072,1","99999,9,10045,1","2,1,023,1,+999,9",,"SYN060AAXX  05034 04253 46/// /1624 10034 21054 30045 40072 52023;",
"04253099999","2010-02-05T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","230,1,N,0118,1","99999,9,9,N","999999,9,N,1","+0038,1","-0051,1","10085,1","99999,9,10058,1","2,1,013,1,+999,9",,"SYN060AAXX  05064 04253 46/// /2323 10038 21051 30058 40085 52013;",
"04253099999","2010-02-05T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","210,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0018,1","-0023,1","10127,1","99999,9,10100,1","2,1,042,1,+999,9",,"SYN060AAXX  05094 04253 46/// /2103 10018 21023 30100 40127 52042;",
"04253099999","2010-02-05T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","130,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0003,1","-0029,1","10148,1","99999,9,10121,1","2,1,021,1,+999,9",,"SYN060AAXX  05124 04253 46/// /1305 10003 21029 30121 40148 52021;",
"04253099999","2010-02-05T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0009,1","-0043,1","10165,1","99999,9,10138,1","2,1,017,1,+999,9",,"SYN060AAXX  05154 04253 46/// /0607 10009 21043 30138 40165 52017;",
"04253099999","2010-02-05T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0005,1","-0035,1","10170,1","99999,9,10143,1","2,1,005,1,+999,9",,"SYN060AAXX  05184 04253 46/// /3404 10005 21035 30143 40170 52005;",
"04253099999","2010-02-05T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","030,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0001,1","-0055,1","10181,1","99999,9,10154,1","2,1,011,1,+999,9",,"SYN060AAXX  05214 04253 46/// /0307 11001 21055 30154 40181 52011;",
"04253099999","2010-02-06T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","060,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0004,1","-0073,1","10193,1","99999,9,10166,1","2,1,012,1,+999,9",,"SYN060AAXX  06004 04253 46/// /0607 11004 21073 30166 40193 52012;",
"04253099999","2010-02-06T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","080,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0014,1","-0080,1","10194,1","99999,9,10167,1","2,1,001,1,+999,9",,"SYN060AAXX  06034 04253 46/// /0804 11014 21080 30167 40194 52001;",
"04253099999","2010-02-06T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","040,1,N,0051,1","99999,9,9,N","999999,9,N,1","-0007,1","-0073,1","10188,1","99999,9,10161,1","7,1,006,1,+999,9",,"SYN060AAXX  06064 04253 46/// /0410 11007 21073 30161 40188 57006;",
"04253099999","2010-02-06T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","010,1,N,0026,1","99999,9,9,N","999999,9,N,1","-0011,1","-0072,1","10188,1","99999,9,10161,1","4,1,000,1,+999,9",,"SYN060AAXX  06094 04253 46/// /0105 11011 21072 30161 40188 54000;",
"04253099999","2010-02-06T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","350,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0004,1","-0055,1","10181,1","99999,9,10154,1","7,1,007,1,+999,9",,"SYN060AAXX  06124 04253 46/// /3511 11004 21055 30154 40181 57007;",
"04253099999","2010-02-06T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","020,1,N,0046,1","99999,9,9,N","999999,9,N,1","+0006,1","-0046,1","10167,1","99999,9,10140,1","7,1,014,1,+999,9",,"SYN060AAXX  06154 04253 46/// /0209 10006 21046 30140 40167 57014;",
"04253099999","2010-02-06T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0005,1","-0031,1","10145,1","99999,9,10118,1","7,1,022,1,+999,9",,"SYN060AAXX  06184 04253 46/// /3414 10005 21031 30118 40145 57022;",
"04253099999","2010-02-06T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0004,1","-0034,1","10133,1","99999,9,10106,1","7,1,012,1,+999,9",,"SYN060AAXX  06214 04253 46/// /3412 10004 21034 30106 40133 57012;",
"04253099999","2010-02-07T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0001,1","-0021,1","10117,1","99999,9,10090,1","7,1,016,1,+999,9",,"SYN060AAXX  07004 04253 46/// /3415 10001 21021 30090 40117 57016;",
"04253099999","2010-02-07T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0004,1","-0012,1","10093,1","99999,9,10066,1","7,1,024,1,+999,9",,"SYN060AAXX  07034 04253 46/// /3419 10004 21012 30066 40093 57024;",
"04253099999","2010-02-07T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0118,1","99999,9,9,N","999999,9,N,1","+0007,1","-0011,1","10069,1","99999,9,10042,1","7,1,024,1,+999,9",,"SYN060AAXX  07064 04253 46/// /3423 10007 21011 30042 40069 57024;",
"04253099999","2010-02-07T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0010,1","-0010,1","10059,1","99999,9,10032,1","7,1,010,1,+999,9",,"SYN060AAXX  07094 04253 46/// /3418 10010 21010 30032 40059 57010;",
"04253099999","2010-02-07T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0009,1","-0003,1","10067,1","99999,9,10040,1","2,1,008,1,+999,9",,"SYN060AAXX  07124 04253 46/// /3313 10009 21003 30040 40067 52008;",
"04253099999","2010-02-07T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0057,1","99999,9,9,N","999999,9,N,1","+0008,1","+0000,1","10066,1","99999,9,10039,1","7,1,001,1,+999,9",,"SYN060AAXX  07154 04253 46/// /3311 10008 20000 30039 40066 57001;",
"04253099999","2010-02-07T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0010,1","+0003,1","10067,1","99999,9,10040,1","2,1,001,1,+999,9",,"SYN060AAXX  07184 04253 46/// /3307 10010 20003 30040 40067 52001;",
"04253099999","2010-02-07T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0011,1","+0005,1","10082,1","99999,9,10055,1","2,1,015,1,+999,9",,"SYN060AAXX  07214 04253 46/// /3305 10011 20005 30055 40082 52015;",
"04253099999","2010-02-08T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","070,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0044,1","-0007,1","10097,1","99999,9,10070,1","2,1,015,1,+999,9",,"SYN060AAXX  08004 04253 46/// /0707 10044 21007 30070 40097 52015;",
"04253099999","2010-02-08T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0010,1","+0003,1","10092,1","99999,9,10065,1","7,1,005,1,+999,9",,"SYN060AAXX  08034 04253 46/// /3407 10010 20003 30065 40092 57005;",
"04253099999","2010-02-08T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","350,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0013,1","-0002,1","10080,1","99999,9,10053,1","7,1,012,1,+999,9",,"SYN060AAXX  08064 04253 46/// /3506 10013 21002 30053 40080 57012;",
"04253099999","2010-02-08T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0007,1","+0001,1","10063,1","99999,9,10036,1","7,1,017,1,+999,9",,"SYN060AAXX  08094 04253 46/// /3406 10007 20001 30036 40063 57017;",
"04253099999","2010-02-08T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0046,1","99999,9,9,N","999999,9,N,1","+0012,1","-0001,1","10043,1","99999,9,10016,1","7,1,020,1,+999,9",,"SYN060AAXX  08124 04253 46/// /3409 10012 21001 30016 40043 57020;",
"04253099999","2010-02-08T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","020,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0074,1","-0018,1","10015,1","99999,9,09989,1","7,1,027,1,+999,9",,"SYN060AAXX  08154 04253 46/// /0212 10074 21018 39989 40015 57027;",
"04253099999","2010-02-08T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","120,1,N,0082,1","99999,9,9,N","999999,9,N,1","+0067,1","-0018,1","09995,1","99999,9,09969,1","7,1,020,1,+999,9",,"SYN060AAXX  08184 04253 46/// /1216 10067 21018 39969 49995 57020;",
"04253099999","2010-02-08T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","120,1,N,0046,1","99999,9,9,N","999999,9,N,1","+0080,1","-0012,1","09990,1","99999,9,09964,1","7,1,005,1,+999,9",,"SYN060AAXX  08214 04253 46/// /1209 10080 21012 39964 49990 57005;",
"04253099999","2010-02-09T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","130,1,N,0087,1","99999,9,9,N","999999,9,N,1","+0078,1","-0014,1","09980,1","99999,9,09954,1","7,1,010,1,+999,9",,"SYN060AAXX  09004 04253 46/// /1317 10078 21014 39954 49980 57010;",
"04253099999","2010-02-09T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0069,1","-0013,1","09970,1","99999,9,09944,1","7,1,010,1,+999,9",,"SYN060AAXX  09034 04253 46/// /3304 10069 21013 39944 49970 57010;",
"04253099999","2010-02-09T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0024,1","+0015,1","09954,1","99999,9,09928,1","7,1,016,1,+999,9",,"SYN060AAXX  09064 04253 46/// /3406 10024 20015 39928 49954 57016;",
"04253099999","2010-02-09T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","310,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0025,1","+0005,1","09946,1","99999,9,09920,1","7,1,008,1,+999,9",,"SYN060AAXX  09094 04253 46/// /3105 10025 20005 39920 49946 57008;",
"04253099999","2010-02-09T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","320,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0008,1","+0006,1","09955,1","99999,9,09928,1","2,1,008,1,+999,9",,"SYN060AAXX  09124 04253 46/// /3210 10008 20006 39928 49955 52008;",
"04253099999","2010-02-09T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","320,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0009,1","+0006,1","09958,1","99999,9,09931,1","2,1,003,1,+999,9",,"SYN060AAXX  09154 04253 46/// /3214 10009 20006 39931 49958 52003;",
"04253099999","2010-02-09T18:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0007,1","+0002,1","09962,1","99999,9,09935,1","2,1,004,1,+999,9",,"SYN060AAXX  09184 04253 46/// /3320 10007 20002 39935 49962 52004;",
"04253099999","2010-02-09T21:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0005,1","-0001,1","09970,1","99999,9,09943,1","2,1,008,1,+999,9",,"SYN060AAXX  09214 04253 46/// /3324 10005 21001 39943 49970 52008;",
"04253099999","2010-02-10T00:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0113,1","99999,9,9,N","999999,9,N,1","+0001,1","-0005,1","09986,1","99999,9,09959,1","2,1,016,1,+999,9",,"SYN060AAXX  10004 04253 46/// /3422 10001 21005 39959 49986 52016;",
"04253099999","2010-02-10T03:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0113,1","99999,9,9,N","999999,9,N,1","-0001,1","-0008,1","09990,1","99999,9,09963,1","2,1,004,1,+999,9",,"SYN060AAXX  10034 04253 46/// /3322 11001 21008 39963 49990 52004;",
"04253099999","2010-02-10T06:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","330,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0002,1","-0005,1","09990,1","99999,9,09963,1","4,1,000,1,+999,9",,"SYN060AAXX  10064 04253 46/// /3320 10002 21005 39963 49990 54000;",
"04253099999","2010-02-10T09:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","09999,1","99999,9,09972,1","2,1,009,1,+999,9",,"SYN060AAXX  10094 04253 46/// /3415 10016 20009 39972 49999 52009;",
"04253099999","2010-02-10T12:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","340,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0006,1","+0000,1","10014,1","99999,9,09987,1","2,1,015,1,+999,9",,"SYN060AAXX  10124 04253 46/// /3407 10006 20000 39987 40014 52015;",
"04253099999","2010-02-10T15:00:00","4","62.5666666","-50.4166666","22.0","UKIIVIK FREDERIKSHAAB ISBLINK, GL","FM-12","99999","V020","310,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0027,1","+0018,1","10031,1","99999,9,10004,1","2,1,017,1,+999,9",,"SYN060AAXX  10154 04253 46/// /3102 10027 20018 30004 40031 52017;",
