"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AJ1","AY1","AY2","GA1","GF1","IA1","KA1","MA1","MD1","MW1","REM","EQD"
"01360099999","2010-01-01T00:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0010,1","01500,1,9,N","040000,1,N,1","-0082,1","-0083,1","10070,1",,,,"2,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,01750,1,01,1,99,9",,,"99999,9,09252,1","8,1,014,1,+999,9","02,1","SYN088AAXX  01001 01360 11782 81801 11082 21083 39252 40070 58014 6//// 70222 8801/ 333 4////;",
"01360099999","2010-01-01T06:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","070,1,N,0050,1","03000,1,9,N","006000,1,N,1","-0088,1","-0097,1","10075,1","12,0008,9,1","24,0010,9,1","0040,9,1,999999,9,9","7,1,06,1","2,1,06,1",,"08,99,1,04,1,07,1,00800,1,02,1,99,9","23,9","999,N,-0113,1","99999,9,09255,1","7,1,001,1,+999,9","71,1","SYN100AAXX  01061 01360 11556 80705 11088 21097 39255 40075 57001 69982 77172 8472/ 333 21113 47040 70011;",
"01360099999","2010-01-01T12:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0030,1","22000,1,9,N","040000,1,N,1","-0136,1","-0147,1","10139,1",,,,"7,1,06,1","1,1,06,1",,"03,99,1,01,1,01,1,01250,1,04,1,02,1",,,"99999,9,09300,1","2,1,022,1,+999,9","02,1","SYN088AAXX  01121 01360 11682 31803 11136 21147 39300 40139 52022 6//// 70271 81142 333 4////;",
"01360099999","2010-01-01T18:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","150,1,N,0010,1","07500,1,9,N","070000,1,N,1","-0168,1","-0178,1","10198,1","12,0000,2,1",,,"2,1,06,1","0,1,06,1",,"07,99,1,01,1,01,1,01250,1,00,1,07,1",,"120,M,-0084,1","99999,9,09343,1","2,1,022,1,+999,9","02,1","SYN094AAXX  01181 01360 11688 71501 11168 21178 39343 40198 52022 69912 70220 81107 333 11084 4////;",
"01360099999","2010-01-01T21:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","070000,1,N,1","-0180,1","-0191,1","10227,1",,,,"0,1,03,1","0,1,03,1",,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,"99999,9,09366,1","2,1,024,1,+999,9","02,1","SYN082AAXX  01211 01360 41688 10000 11180 21191 39366 40227 52024 70200 81100 333 4////;",
"01360099999","2010-01-02T00:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","120,1,N,0010,1","22000,1,9,N","070000,1,N,1","-0192,1","-0202,1","10251,1",,,,"0,1,06,1","0,1,06,1",,"01,99,1,01,1,01,1,01250,1,00,1,00,1",,,"99999,9,09385,1","2,1,020,1,+999,9","02,1","SYN088AAXX  02001 01360 11688 11201 11192 21202 39385 40251 52020 6//// 70200 81100 333 4////;",
"01360099999","2010-01-02T06:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","110,1,N,0010,1","22000,1,9,N","075000,1,N,1","-0208,1","-0219,1","10289,1","12,0000,9,1","24,0000,2,1","0039,9,1,999999,9,9","0,1,06,1","0,1,06,1","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1","23,9","999,N,-0215,1","99999,9,09414,1","1,1,013,1,+999,9","02,1","SYN094AAXX  02061 01360 11989 01101 11208 21219 39414 40289 51013 60002 70200 333 21215 47039 70001;","Q01  00002PRCP12"
"01360099999","2010-01-02T12:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","075000,1,N,1","-0207,1","-0218,1","10310,1",,,,"0,1,06,1","0,1,06,1","00,1,+99999,9,99,9","00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"99999,9,09434,1","2,1,010,1,+999,9","02,1","SYN082AAXX  02121 01360 11989 00000 11207 21218 39434 40310 52010 6//// 70200 333 4////;",
"01360099999","2010-01-02T18:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0010,1","01500,1,9,N","040000,1,N,1","-0194,1","-0204,1","10305,1","12,0000,9,1",,,"2,1,06,1","0,1,06,1",,"07,99,1,07,1,08,1,01250,1,99,9,99,9",,"120,M,-0192,1","99999,9,09434,1","4,1,000,1,+999,9","03,1","SYN094AAXX  02181 01360 11682 71801 11194 21204 39434 40305 54000 60002 70320 878// 333 11192 4////;","Q01  00002PRCP12"
"01360099999","2010-01-02T21:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0010,1","01500,1,9,N","040000,1,N,1","-0176,1","-0187,1","10296,1",,,,"2,1,03,1","2,1,03,1",,"08,99,1,08,1,08,1,01250,1,99,9,99,9",,,"99999,9,09431,1","8,1,002,1,+999,9","02,1","SYN082AAXX  02211 01360 41682 81801 11176 21187 39431 40296 58002 70222 888// 333 4////;",
"01360099999","2010-01-03T00:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","999,9,C,0000,1","01500,1,9,N","040000,1,N,1","-0142,1","-0152,1","10263,1",,,,"2,1,06,1","2,1,06,1",,"08,99,1,08,1,00,1,01750,1,02,1,99,9",,,"99999,9,09411,1","7,1,019,1,+999,9","02,1","SYN088AAXX  03001 01360 11782 80000 11142 21152 39411 40263 57019 6//// 70222 8802/ 333 4////;",
"01360099999","2010-01-03T06:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","999,9,C,0000,1","00420,1,9,N","040000,1,N,1","-0080,1","-0083,1","10205,1","12,0000,9,1","24,0000,9,1","0039,9,1,999999,9,9","2,1,06,1","2,1,06,1",,"08,99,1,07,1,06,1,00450,1,01,1,99,9","23,9","999,N,-0200,1","99999,9,09377,1","7,1,018,1,+999,9","02,1","SYN100AAXX  03061 01360 11482 80000 11080 21083 39377 40205 57018 60002 70222 8761/ 333 21200 47039 70000;","Q01  00002PRCP24Q02  00002PRCP12"
"01360099999","2010-01-03T12:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","250,1,N,0030,1","00750,1,9,N","006000,1,N,1","-0032,1","-0051,1","10156,1",,,,"8,1,06,1","2,1,06,1",,"07,99,1,07,1,09,1,00800,1,99,9,99,9",,,"99999,9,09346,1","6,1,015,1,+999,9","85,1","SYN088AAXX  03121 01360 11556 72503 11032 21051 39346 40156 56015 6//// 78582 879// 333 4////;",
"01360099999","2010-01-03T18:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","250,1,N,0030,1","00750,1,9,N","006000,1,N,1","-0041,1","-0063,1","10143,1","12,0000,2,1",,,"8,1,06,1","8,1,06,1",,"08,99,1,08,1,09,1,00800,1,99,9,99,9",,"120,M,-0024,1","99999,9,09332,1","7,1,006,1,+999,9","85,1","SYN094AAXX  03181 01360 11556 82503 11041 21063 39332 40143 57006 69912 78588 889// 333 11024 4////;",
"01360099999","2010-01-03T21:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0030,1","00750,1,9,N","020000,1,N,1","-0054,1","-0066,1","10133,1",,,,"8,1,03,1","2,1,03,1",,"07,99,1,07,1,09,1,00800,1,99,9,99,9",,,"99999,9,09319,1","7,1,012,1,+999,9","26,1","SYN082AAXX  03211 01360 41570 71803 11054 21066 39319 40133 57012 72682 879// 333 4////;",
"01360099999","2010-01-04T00:00:00","4","61.9","7.9","664.0","BRATA SLETTOM, NO","FM-12","99999","V020","180,1,N,0030,1","00750,1,9,N","010000,1,N,1","-0048,1","-0077,1","10111,1",,,,"8,1,06,1","8,1,06,1",,"07,99,1,07,1,09,1,00800,1,99,9,99,9",,,"99999,9,09299,1","8,1,018,1,+999,9","85,1","SYN088AAXX  04001 01360 11560 71803 11048 21077 39299 40111 58018 6//// 78588 879// 333 4////;",
