"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AJ1","AL1","AY1","AY2","GA1","GA2","GF1","GG1","IA1","MA1","MD1","ME1","MW1","OD1","REM"
"06847099999","2010-01-26T10:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0099,1","-0248,1","99999,9",,,,,,,,,,"99999,9,07121,1","7,1,011,1,+999,9","4,3019,9",,"4,99,0077,9,999","SYN076AAXX  26104 06847 43/// /1404 11099 21248 37121 47019 57011 333 91115 91210;"
"06847099999","2010-01-26T11:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0100,1","-0224,1","99999,9",,,,,,,,,,"99999,9,07115,1","7,1,015,1,+999,9","4,3013,9",,"4,99,0077,9,999","SYN076AAXX  26114 06847 43/// /1703 11100 21224 37115 47013 57015 333 91115 91210;"
"06847099999","2010-01-26T12:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00030,1,9,N","000200,1,N,1","+9999,9","+9999,9","99999,9",,,"7,1,06,1","4,1,06,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"71,1",,"SYN060AAXX  26124 06847 41/02 9//// 1//// 2//// 3//// 5//// 77174;"
"06847099999","2010-01-26T13:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00030,1,9,N","000200,1,N,1","+9999,9","+9999,9","99999,9",,,"7,1,01,1","4,1,01,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"71,1",,"SYN060AAXX  26134 06847 41/02 9//// 1//// 2//// 3//// 5//// 77174;"
"06847099999","2010-01-26T14:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00030,1,9,N","000200,1,N,1","+9999,9","+9999,9","99999,9",,,"7,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"71,1",,"SYN060AAXX  26144 06847 41/02 9//// 1//// 2//// 3//// 5//// 77174;"
"06847099999","2010-01-26T15:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00015,1,9,N","000100,1,N,1","+9999,9","+9999,9","99999,9",,,"4,1,03,1","4,1,03,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"45,1",,"SYN060AAXX  26154 06847 41/01 9//// 1//// 2//// 3//// 5//// 74544;"
"06847099999","2010-01-26T16:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00015,1,9,N","000100,1,N,1","+9999,9","+9999,9","99999,9",,,"4,1,01,1","4,1,01,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"45,1",,"SYN060AAXX  26164 06847 41/01 9//// 1//// 2//// 3//// 5//// 74544;"
"06847099999","2010-01-26T17:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00015,1,9,N","000100,1,N,1","+9999,9","+9999,9","99999,9",,,"7,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"45,1",,"SYN060AAXX  26174 06847 41/01 9//// 1//// 2//// 3//// 5//// 74574;"
"06847099999","2010-01-26T18:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00015,1,9,N","000100,1,N,1","+9999,9","+9999,9","99999,9","0101,9,1,999999,9,9",,"7,1,06,1","4,1,06,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,"23,9",,,,"45,1",,"SYN082AAXX  26184 06847 41/01 9//// 1//// 2//// 3//// 5//// 74574 333 47101 90766 93101;"
"06847099999","2010-01-26T19:00:00","4","46.7833333","8.05","2280.0","BRIENZER ROTHORN, SZ","FM-12","99999","V020","999,9,9,9999,9","00015,1,9,N","000100,1,N,1","+9999,9","+9999,9","99999,9",,,"4,1,01,1","3,1,01,1","09,1,+99999,9,99,9",,"09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,,,"45,1",,"SYN060AAXX  26194 06847 41/01 9//// 1//// 2//// 3//// 5//// 74543;"
