"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OC1","REM","EQD"
"04382099999","2010-02-08T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0011,1","+0010,1","10159,1","99999,9,10110,1","2,1,008,1,+999,9",,"SYN060AAXX  08004 04382 46/// /3528 10011 20010 30110 40159 52008;",
"04382099999","2010-02-08T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0018,1","+0017,1","10154,1","99999,9,10105,1","7,1,005,1,+999,9",,"SYN060AAXX  08034 04382 46/// /3528 10018 20017 30105 40154 57005;",
"04382099999","2010-02-08T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0015,1","+0012,1","10140,1","99999,9,10091,1","7,1,014,1,+999,9",,"SYN060AAXX  08064 04382 46/// /3428 10015 20012 30091 40140 57014;",
"04382099999","2010-02-08T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0175,1","99999,9,9,N","999999,9,N,1","+0013,1","+0010,1","10125,1","99999,9,10076,1","7,1,015,1,+999,9",,"SYN060AAXX  08094 04382 46/// /3434 10013 20010 30076 40125 57015;",
"04382099999","2010-02-08T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0195,1","99999,9,9,N","999999,9,N,1","+0016,1","+0013,1","10112,1","99999,9,10063,1","7,1,013,1,+999,9",,"SYN060AAXX  08124 04382 46/// /3538 10016 20013 30063 40112 57013;",
"04382099999","2010-02-08T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0190,1","99999,9,9,N","999999,9,N,1","+0009,1","+0007,1","10101,1","99999,9,10052,1","7,1,011,1,+999,9",,"SYN060AAXX  08154 04382 46/// /3537 10009 20007 30052 40101 57011;",
"04382099999","2010-02-08T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0180,1","99999,9,9,N","999999,9,N,1","+0001,1","+0000,1","10082,1","99999,9,10033,1","7,1,019,1,+999,9",,"SYN060AAXX  08184 04382 46/// /3435 10001 20000 30033 40082 57019;",
"04382099999","2010-02-08T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0154,1","99999,9,9,N","999999,9,N,1","+0001,1","+0000,1","10080,1","99999,9,10031,1","7,1,002,1,+999,9",,"SYN060AAXX  08214 04382 46/// /3530 10001 20000 30031 40080 57002;",
"04382099999","2010-02-09T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0159,1","99999,9,9,N","999999,9,N,1","+0012,1","+0011,1","10064,1","99999,9,10016,1","7,1,015,1,+999,9",,"SYN060AAXX  09004 04382 46/// /3431 10012 20011 30016 40064 57015;",
"04382099999","2010-02-09T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0009,1","+0008,1","10051,1","99999,9,10003,1","7,1,013,1,+999,9",,"SYN060AAXX  09034 04382 46/// /3528 10009 20008 30003 40051 57013;",
"04382099999","2010-02-09T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0002,1","+0001,1","10042,1","99999,9,09993,1","7,1,010,1,+999,9",,"SYN060AAXX  09064 04382 46/// /3428 10002 20001 39993 40042 57010;",
"04382099999","2010-02-09T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0144,1","99999,9,9,N","999999,9,N,1","+0007,1","+0005,1","10039,1","99999,9,09991,1","7,1,002,1,+999,9",,"SYN060AAXX  09094 04382 46/// /3428 10007 20005 39991 40039 57002;",
"04382099999","2010-02-09T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0149,1","99999,9,9,N","999999,9,N,1","+0015,1","+0014,1","10045,1","99999,9,09997,1","2,1,006,1,+999,9",,"SYN060AAXX  09124 04382 46/// /3429 10015 20014 39997 40045 52006;",
"04382099999","2010-02-09T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0139,1","99999,9,9,N","999999,9,N,1","+0009,1","+0008,1","10045,1","99999,9,09997,1","4,1,000,1,+999,9",,"SYN060AAXX  09154 04382 46/// /3427 10009 20008 39997 40045 54000;",
"04382099999","2010-02-09T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0149,1","99999,9,9,N","999999,9,N,1","+0014,1","+0013,1","10042,1","99999,9,09994,1","7,1,003,1,+999,9",,"SYN060AAXX  09184 04382 46/// /3529 10014 20013 39994 40042 57003;",
"04382099999","2010-02-09T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0134,1","99999,9,9,N","999999,9,N,1","+0013,1","+0011,1","10050,1","99999,9,10002,1","2,1,008,1,+999,9",,"SYN060AAXX  09214 04382 46/// /3426 10013 20011 30002 40050 52008;",
"04382099999","2010-02-10T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0129,1","99999,9,9,N","999999,9,N,1","+0012,1","+0011,1","10053,1","99999,9,10005,1","2,1,003,1,+999,9",,"SYN060AAXX  10004 04382 46/// /3425 10012 20011 30005 40053 52003;",
"04382099999","2010-02-10T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0014,1","+0013,1","10049,1","99999,9,10001,1","7,1,004,1,+999,9",,"SYN060AAXX  10034 04382 46/// /3524 10014 20013 30001 40049 57004;",
"04382099999","2010-02-10T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0118,1","99999,9,9,N","999999,9,N,1","+0016,1","+0015,1","10053,1","99999,9,10005,1","2,1,004,1,+999,9",,"SYN060AAXX  10064 04382 46/// /3523 10016 20015 30005 40053 52004;",
"04382099999","2010-02-10T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0108,1","99999,9,9,N","999999,9,N,1","+0015,1","+0014,1","10067,1","99999,9,10019,1","2,1,014,1,+999,9",,"SYN060AAXX  10094 04382 46/// /3521 10015 20014 30019 40067 52014;",
"04382099999","2010-02-10T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0011,1","+0010,1","10084,1","99999,9,10035,1","2,1,016,1,+999,9",,"SYN060AAXX  10124 04382 46/// /0119 10011 20010 30035 40084 52016;",
"04382099999","2010-02-10T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0012,1","+0011,1","10092,1","99999,9,10043,1","2,1,008,1,+999,9",,"SYN060AAXX  10154 04382 46/// /3520 10012 20011 30043 40092 52008;",
"04382099999","2010-02-10T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0006,1","+0005,1","10092,1","99999,9,10043,1","4,1,000,1,+999,9",,"SYN060AAXX  10184 04382 46/// /3515 10006 20005 30043 40092 54000;",
"04382099999","2010-02-10T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0014,1","+0009,1","10096,1","99999,9,10047,1","2,1,004,1,+999,9",,"SYN060AAXX  10214 04382 46/// /3519 10014 20009 30047 40096 52004;",
"04382099999","2010-02-11T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0129,1","99999,9,9,N","999999,9,N,1","+0011,1","+0004,1","10098,1","99999,9,10049,1","2,1,002,1,+999,9",,"SYN060AAXX  11004 04382 46/// /3425 10011 20004 30049 40098 52002;",
"04382099999","2010-02-11T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","330,1,N,0134,1","99999,9,9,N","999999,9,N,1","+0002,1","-0001,1","10101,1","99999,9,10052,1","2,1,003,1,+999,9",,"SYN060AAXX  11034 04382 46/// /3326 10002 21001 30052 40101 52003;",
"04382099999","2010-02-11T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0011,1","+0010,1","10107,1","99999,9,10058,1","2,1,006,1,+999,9",,"SYN060AAXX  11064 04382 46/// /3519 10011 20010 30058 40107 52006;",
"04382099999","2010-02-11T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0017,1","+0016,1","10112,1","99999,9,10063,1","2,1,005,1,+999,9",,"SYN060AAXX  11094 04382 46/// /3518 10017 20016 30063 40112 52005;",
"04382099999","2010-02-11T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0098,1","99999,9,9,N","999999,9,N,1","+0018,1","+0016,1","10117,1","99999,9,10068,1","2,1,005,1,+999,9",,"SYN060AAXX  11124 04382 46/// /3519 10018 20016 30068 40117 52005;",
"04382099999","2010-02-11T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0009,1","+0008,1","10109,1","99999,9,10060,1","7,1,008,1,+999,9",,"SYN060AAXX  11154 04382 46/// /3520 10009 20008 30060 40109 57008;",
"04382099999","2010-02-11T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0118,1","99999,9,9,N","999999,9,N,1","+0006,1","+0005,1","10102,1","99999,9,10053,1","7,1,007,1,+999,9",,"SYN060AAXX  11184 04382 46/// /3523 10006 20005 30053 40102 57007;",
"04382099999","2010-02-11T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0134,1","99999,9,9,N","999999,9,N,1","+0005,1","+0003,1","10093,1","99999,9,10044,1","7,1,009,1,+999,9",,"SYN060AAXX  11214 04382 46/// /3526 10005 20003 30044 40093 57009;",
"04382099999","2010-02-12T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0113,1","99999,9,9,N","999999,9,N,1","-0001,1","-0002,1","10095,1","99999,9,10046,1","2,1,002,1,+999,9",,"SYN060AAXX  12004 04382 46/// /3522 11001 21002 30046 40095 52002;",
"04382099999","2010-02-12T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0093,1","99999,9,9,N","999999,9,N,1","-0001,1","-0002,1","10090,1","99999,9,10041,1","7,1,005,1,+999,9",,"SYN060AAXX  12034 04382 46/// /3518 11001 21002 30041 40090 57005;",
"04382099999","2010-02-12T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0000,1","-0001,1","10084,1","99999,9,10035,1","7,1,006,1,+999,9",,"SYN060AAXX  12064 04382 46/// /3520 10000 21001 30035 40084 57006;",
"04382099999","2010-02-12T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0123,1","99999,9,9,N","999999,9,N,1","+0011,1","+0003,1","10087,1","99999,9,10038,1","2,1,003,1,+999,9",,"SYN060AAXX  12094 04382 46/// /3424 10011 20003 30038 40087 52003;",
"04382099999","2010-02-12T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","330,1,N,0103,1","99999,9,9,N","999999,9,N,1","+0013,1","+0003,1","10103,1","99999,9,10054,1","2,1,016,1,+999,9",,"SYN060AAXX  12124 04382 46/// /3320 10013 20003 30054 40103 52016;",
"04382099999","2010-02-12T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","330,1,N,0093,1","99999,9,9,N","999999,9,N,1","+0016,1","+0010,1","10120,1","99999,9,10071,1","2,1,017,1,+999,9",,"SYN060AAXX  12154 04382 46/// /3318 10016 20010 30071 40120 52017;",
"04382099999","2010-02-12T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0077,1","99999,9,9,N","999999,9,N,1","+0018,1","+0013,1","10135,1","99999,9,10086,1","2,1,015,1,+999,9",,"SYN060AAXX  12184 04382 46/// /3515 10018 20013 30086 40135 52015;",
"04382099999","2010-02-12T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0020,1","+0019,1","10157,1","99999,9,10108,1","2,1,022,1,+999,9",,"SYN060AAXX  12214 04382 46/// /3413 10020 20019 30108 40157 52022;",
"04382099999","2010-02-13T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0020,1","+0014,1","10175,1","99999,9,10126,1","2,1,018,1,+999,9",,"SYN060AAXX  13004 04382 46/// /1104 10020 20014 30126 40175 52018;",
"04382099999","2010-02-13T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0009,1","+0008,1","10187,1","99999,9,10138,1","2,1,012,1,+999,9",,"SYN060AAXX  13034 04382 46/// /2304 10009 20008 30138 40187 52012;",
"04382099999","2010-02-13T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","050,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0007,1","-0001,1","10203,1","99999,9,10154,1","2,1,016,1,+999,9",,"SYN060AAXX  13064 04382 46/// /0504 10007 21001 30154 40203 52016;",
"04382099999","2010-02-13T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,N,1","-0002,1","-0004,1","10215,1","99999,9,10166,1","2,1,012,1,+999,9",,"SYN060AAXX  13094 04382 46/// /3513 11002 21004 30166 40215 52012;",
"04382099999","2010-02-13T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,N,1","+0000,1","-0001,1","10232,1","99999,9,10183,1","2,1,017,1,+999,9",,"SYN060AAXX  13124 04382 46/// /3513 10000 21001 30183 40232 52017;",
"04382099999","2010-02-13T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0005,1","+0003,1","10237,1","99999,9,10188,1","2,1,005,1,+999,9",,"SYN060AAXX  13154 04382 46/// /0110 10005 20003 30188 40237 52005;",
"04382099999","2010-02-13T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0004,1","-0003,1","10241,1","99999,9,10192,1","2,1,004,1,+999,9",,"SYN060AAXX  13184 04382 46/// /3402 10004 21003 30192 40241 52004;",
"04382099999","2010-02-13T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0036,1","99999,9,9,N","999999,9,N,1","-0020,1","-0021,1","10248,1","99999,9,10198,1","2,1,006,1,+999,9",,"SYN060AAXX  13214 04382 46/// /0107 11020 21021 30198 40248 52006;",
"04382099999","2010-02-14T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0012,1","-0013,1","10257,1","99999,9,10207,1","2,1,009,1,+999,9",,"SYN060AAXX  14004 04382 46/// /2403 11012 21013 30207 40257 52009;",
"04382099999","2010-02-14T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0016,1","-0019,1","10254,1","99999,9,10204,1","7,1,003,1,+999,9",,"SYN060AAXX  14034 04382 46/// /2302 11016 21019 30204 40254 57003;",
"04382099999","2010-02-14T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","040,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0026,1","-0030,1","10254,1","99999,9,10204,1","4,1,000,1,+999,9",,"SYN060AAXX  14064 04382 46/// /0403 11026 21030 30204 40254 54000;",
"04382099999","2010-02-14T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0017,1","-0044,1","10268,1","99999,9,10218,1","2,1,014,1,+999,9",,"SYN060AAXX  14094 04382 46/// /0106 11017 21044 30218 40268 52014;",
"04382099999","2010-02-14T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0026,1","99999,9,9,N","999999,9,N,1","-0017,1","-0035,1","10283,1","99999,9,10233,1","2,1,015,1,+999,9",,"SYN060AAXX  14124 04382 46/// /0105 11017 21035 30233 40283 52015;",
"04382099999","2010-02-14T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0072,1","99999,9,9,N","999999,9,N,1","-0013,1","-0040,1","10285,1","99999,9,10235,1","2,1,002,1,+999,9",,"SYN060AAXX  14154 04382 46/// /3514 11013 21040 30235 40285 52002;",
"04382099999","2010-02-14T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0072,1","99999,9,9,N","999999,9,N,1","-0011,1","-0051,1","10296,1","99999,9,10246,1","2,1,011,1,+999,9",,"SYN060AAXX  14184 04382 46/// /3414 11011 21051 30246 40296 52011;",
"04382099999","2010-02-14T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0022,1","-0066,1","10309,1","99999,9,10259,1","2,1,013,1,+999,9",,"SYN060AAXX  14214 04382 46/// /3415 11022 21066 30259 40309 52013;",
"04382099999","2010-02-15T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0103,1","99999,9,9,N","999999,9,N,1","-0035,1","-0113,1","10321,1","99999,9,10270,1","2,1,011,1,+999,9",,"SYN060AAXX  15004 04382 46/// /3420 11035 21113 30270 40321 52011;",
"04382099999","2010-02-15T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0041,1","-0095,1","10321,1","99999,9,10270,1","4,1,000,1,+999,9",,"SYN060AAXX  15064 04382 46/// /3515 11041 21095 30270 40321 54000;",
"04382099999","2010-02-15T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0093,1","99999,9,9,N","999999,9,N,1","-0051,1","-0075,1","10320,1","99999,9,10269,1","7,1,001,1,+999,9",,"SYN060AAXX  15094 04382 46/// /3418 11051 21075 30269 40320 57001;",
"04382099999","2010-02-15T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0050,1","-0076,1","10336,1","99999,9,10285,1","2,1,016,1,+999,9",,"SYN060AAXX  15124 04382 46/// /3515 11050 21076 30285 40336 52016;",
"04382099999","2010-02-15T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0082,1","99999,9,9,N","999999,9,N,1","-0051,1","-0087,1","10340,1","99999,9,10289,1","2,1,004,1,+999,9",,"SYN060AAXX  15154 04382 46/// /3416 11051 21087 30289 40340 52004;",
"04382099999","2010-02-15T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0077,1","99999,9,9,N","999999,9,N,1","-0049,1","-0079,1","10338,1","99999,9,10287,1","7,1,002,1,+999,9",,"SYN060AAXX  15184 04382 46/// /3515 11049 21079 30287 40338 57002;",
"04382099999","2010-02-15T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","330,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0040,1","-0104,1","10343,1","99999,9,10292,1","2,1,005,1,+999,9",,"SYN060AAXX  15214 04382 46/// /3311 11040 21104 30292 40343 52005;",
"04382099999","2010-02-16T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0067,1","99999,9,9,N","999999,9,N,1","-0049,1","-0058,1","10337,1","99999,9,10286,1","7,1,006,1,+999,9",,"SYN060AAXX  16004 04382 46/// /0113 11049 21058 30286 40337 57006;",
"04382099999","2010-02-16T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0039,1","-0069,1","10325,1","99999,9,10274,1","7,1,012,1,+999,9",,"SYN060AAXX  16034 04382 46/// /3411 11039 21069 30274 40325 57012;",
"04382099999","2010-02-16T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0082,1","99999,9,9,N","999999,9,N,1","-0031,1","-0059,1","10309,1","99999,9,10259,1","7,1,015,1,+999,9",,"SYN060AAXX  16064 04382 46/// /3516 11031 21059 30259 40309 57015;",
"04382099999","2010-02-16T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0087,1","99999,9,9,N","999999,9,N,1","-0034,1","-0051,1","10304,1","99999,9,10254,1","7,1,005,1,+999,9",,"SYN060AAXX  16094 04382 46/// /3517 11034 21051 30254 40304 57005;",
"04382099999","2010-02-16T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0057,1","99999,9,9,N","999999,9,N,1","-0040,1","-0041,1","10306,1","99999,9,10255,1","2,1,001,1,+999,9",,"SYN060AAXX  16124 04382 46/// /3511 11040 21041 30255 40306 52001;",
"04382099999","2010-02-16T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","010,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0029,1","-0036,1","10296,1","99999,9,10246,1","7,1,009,1,+999,9",,"SYN060AAXX  16154 04382 46/// /0106 11029 21036 30246 40296 57009;",
"04382099999","2010-02-16T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","020,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0029,1","-0043,1","10281,1","99999,9,10231,1","7,1,015,1,+999,9",,"SYN060AAXX  16184 04382 46/// /0203 11029 21043 30231 40281 57015;",
"04382099999","2010-02-16T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0040,1","-0045,1","10279,1","99999,9,10229,1","7,1,002,1,+999,9",,"SYN060AAXX  16214 04382 46/// ///// 11040 21045 30229 40279 57002;",
"04382099999","2010-02-17T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0044,1","-0045,1","10277,1","99999,9,10227,1","7,1,002,1,+999,9",,"SYN060AAXX  17004 04382 46/// /0702 11044 21045 30227 40277 57002;",
"04382099999","2010-02-17T03:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0050,1","-0051,1","10266,1","99999,9,10215,1","7,1,012,1,+999,9",,"SYN060AAXX  17034 04382 46/// /0702 11050 21051 30215 40266 57012;",
"04382099999","2010-02-17T06:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","040,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0058,1","-0078,1","10258,1","99999,9,10207,1","7,1,008,1,+999,9",,"SYN060AAXX  17064 04382 46/// /0403 11058 21078 30207 40258 57008;",
"04382099999","2010-02-17T09:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","350,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0063,1","-0075,1","10254,1","99999,9,10203,1","7,1,004,1,+999,9",,"SYN060AAXX  17094 04382 46/// /3503 11063 21075 30203 40254 57004;",
"04382099999","2010-02-17T12:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0057,1","-0065,1","10250,1","99999,9,10199,1","7,1,004,1,+999,9",,"SYN060AAXX  17124 04382 46/// ///// 11057 21065 30199 40250 57004;",
"04382099999","2010-02-17T15:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","020,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0057,1","-0089,1","10238,1","99999,9,10187,1","7,1,012,1,+999,9",,"SYN060AAXX  17154 04382 46/// /0204 11057 21089 30187 40238 57012;",
"04382099999","2010-02-17T18:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","060,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0038,1","-0083,1","10215,1","99999,9,10165,1","7,1,022,1,+999,9",,"SYN060AAXX  17184 04382 46/// /0602 11038 21083 30165 40215 57022;",
"04382099999","2010-02-17T21:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0079,1","-0084,1","10205,1","99999,9,10154,1","7,1,011,1,+999,9",,"SYN060AAXX  17214 04382 46/// /3404 11079 21084 30154 40205 57011;",
"04382099999","2010-02-18T00:00:00","4","61.9333333","-42.0666666","39.0","IKERMIUARSUK, GL","FM-12","99999","V020","070,1,N,0005,1","99999,9,9,N","999999,9,N,1","-0077,1","-0089,1","10195,1","99999,9,10144,1","7,1,010,1,+999,9",,"SYN060AAXX  18004 04382 46/// /0701 11077 21089 30144 40195 57010;",
