"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","GA1","GA2","GF1","GJ1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"08383099999","2010-01-01T06:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","250,1,N,0036,1","01500,1,9,N","018000,1,N,1","+0112,1","+0077,1","10158,1","12,0000,9,1","24,0028,9,1",,,,,"06,99,1,06,1,00,1,01750,1,03,1,00,1","0348,9","999,N,+0106,1",,"99999,9,10135,1","3,1,003,1,+999,9",,"SYN100AAXX  01064 08383 12768 62507 10112 20077 30135 40158 53003 60002 86030 333 20106 50204 55058 70028;","Q01  00002PRCP12"
"08383099999","2010-01-01T09:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","240,1,N,0031,1","22000,1,9,N","012000,1,N,1","+0122,1","+0085,1","10172,1",,,,,,,"02,99,1,02,1,00,1,02250,1,04,1,02,1",,,,"99999,9,10149,1","2,1,014,1,+999,9",,"SYN066AAXX  01094 08383 42862 22406 10122 20085 30149 40172 52014 82042;",
"08383099999","2010-01-01T12:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","280,1,N,0067,1","03600,1,9,N","015000,1,N,1","+0162,1","+0092,1","10181,1","06,0000,9,1",,,,,,"05,99,1,04,1,08,1,00450,1,03,1,00,1",,,,"99999,9,10158,1","1,1,009,1,+999,9",,"SYN072AAXX  01124 08383 12465 52813 10162 20092 30158 40181 51009 60001 84830;","Q01  00002PRCP06"
"08383099999","2010-01-02T06:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","012000,1,N,1","+0066,1","+0057,1","10205,1","12,0000,9,1","24,0000,9,1",,,,,"01,99,1,01,1,00,1,02250,1,04,1,00,1","0408,9","999,N,+0064,1",,"99999,9,10181,1","4,1,000,1,+999,9",,"SYN100AAXX  02064 08383 12862 10000 10066 20057 30181 40205 54000 60002 81040 333 20064 50224 55068 70000;","Q01  00002PRCP24Q02  00002PRCP12"
"08383099999","2010-01-02T09:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","09000,1,9,N","009000,1,N,1","+0082,1","+0070,1","10212,1",,,"1,1,03,1","1,1,03,1",,,"06,99,1,01,1,00,1,01750,1,04,1,02,1",,,,"99999,9,10188,1","1,1,007,1,+999,9","10,1","SYN072AAXX  02094 08383 41759 6//// 10082 20070 30188 40212 51007 71011 81042;",
"08383099999","2010-01-02T12:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","09000,1,9,N","012000,1,N,1","+0138,1","+0104,1","10213,1","06,0000,9,1",,,,,,"06,99,1,01,1,00,1,01750,1,04,1,02,1",,,,"99999,9,10190,1","0,1,002,1,+999,9",,"SYN072AAXX  02124 08383 12762 6//// 10138 20104 30190 40213 50002 60001 81042;","Q01  00002PRCP06"
"08383099999","2010-01-03T06:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","01500,1,9,N","004000,1,N,1","+0122,1","+0111,1","10189,1","12,9999,9,9","24,9999,9,9",,,,,"08,99,1,08,1,00,1,01750,1,02,1,99,9","0300,9","999,N,+0096,1",,"99999,9,10166,1","8,1,005,1,+999,9","53,1","SYN106AAXX  03064 08383 11740 8//// 10122 20111 30166 40189 58005 69902 753// 8802/ 333 20096 50124 55050 79999;","Q01  00002PRCP24Q02  00002PRCP12Q03  00002PRCP12Q04  00002PRCP24"
"08383099999","2010-01-03T09:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","00750,1,9,N","012000,1,N,1","+0110,1","+0102,1","10191,1",,,"5,1,03,1","2,1,03,1",,,"08,99,1,05,1,07,1,00800,1,02,1,99,9",,,,"99999,9,10167,1","3,1,001,1,+999,9","60,1","SYN072AAXX  03094 08383 41562 8//// 10110 20102 30167 40191 53001 76052 8572/;",
"08383099999","2010-01-03T12:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","03600,1,9,N","009000,1,N,1","+0132,1","+0124,1","10184,1","06,0010,9,1",,"6,1,06,1","5,1,06,1",,,"08,99,1,03,1,07,1,00800,1,02,1,99,9",,,,"99999,9,10161,1","8,1,006,1,+999,9","60,1","SYN078AAXX  03124 08383 11559 8//// 10132 20124 30161 40184 58006 60011 76065 8372/;",
"08383099999","2010-01-04T06:00:00","4","37.2833333","-6.9166666","20.0","HUELVA, SP","FM-12","99999","V020","999,9,9,9999,9","00750,1,C,N","004000,1,N,1","+0128,1","+0128,1","10085,1","12,0259,9,1","24,0381,9,1","9,1,06,1","6,1,06,1","01,1,+00450,1,09,1",,"08,99,1,08,1,09,1,00800,1,99,9,99,9","0000,9","120,M,+0166,1","999,N,+0126,1","99999,9,10062,1","7,1,025,1,+999,9","95,1","SYN124AAXX  04064 08383 11540 8//// 10128 20128 30062 40085 57025 60262 79596 889// 333 10166 20126 50044 55000 70382 81994 88594;",
